gene,label,pos_ctrl_proteasome,pos_ctrl_ribosome,pos_ctrl_DNA_replication,pos_ctrl_spliceosome,pos_ctrl_behan_2019,pos_ctrl_bagel_v1,pos_ctrl_bagel_v2,neg_ctrl_not_expressed,neg_ctrl_found_context_specific,PRODE_NIE_sgRNA,PRODE_NIE_shRNA,avg_Gene_Effect_sgRNA,avg_Gene_Effect_shRNA,MUFFINN_sum_sgRNA,MUFFINN_sum_shRNA,MUFFINN_max_sgRNA,MUFFINN_max_shRNA,RWR_sgRNA,RWR_shRNA,NIE000,NIE200,NIE400,NIE700,NIE900
POLR2H,essential,no,no,no,no,yes,no,yes,no,no,-10.2117385305543,-8.05256246988927,-1.62960931915905,-0.537885356521929,9.99900009999e-05,0.0057994200579942,0.0180981901809819,0.030996900309969,0,0.0396039603960396,-5.74448812973909,-6.07129888269689,-6.31870560882081,-6.0344604855202,-5.6941351798754
POLR2I,essential,no,no,no,no,yes,yes,yes,no,no,-9.46424120327306,-9.13967609370848,-1.84122495691626,-1.13585840576054,9.99900009999e-05,9.99900009999e-05,0.0114988501149885,0.0038996100389961,0,0,-7.1890489728614,-7.25125307515978,-7.27367423934177,-7.23202426186156,-6.7848385280932
POLR2K,essential,no,no,no,no,yes,no,no,no,no,,-7.34798165963194,,-0.472794999789231,,0.012998700129987,,0.0371962803719628,,0.0396039603960396,-4.94200948399343,-4.96294863911683,-5.46720862272402,-5.3943595782697,-5.11562451722004
POLR2L,essential,no,no,no,no,yes,no,yes,no,no,-14.5211944723934,-8.42575355883662,-2.57886203103579,-0.834030893838579,9.99900009999e-05,0.0010998900109989,0.0001999800019998,0.0154984501549845,0,0.0297029702970297,-6.00645322477084,-6.15568616730916,-6.28402159333938,-6.15336793706036,-5.83529471979604
POLR3A,essential,no,no,no,no,yes,no,yes,no,no,-8.47808669213354,-3.22619829308373,-2.01650931831116,0.156655763159472,9.99900009999e-05,0.305669433056694,0.0067993200679932,0.933006699330067,0.00990099009900991,0.891089108910891,-4.07217269566038,-4.01615496226362,-3.11859716611362,-2.64838298540484,-1.61542236228885
POLR3B,essential,no,no,no,no,yes,no,no,no,no,-8.13919046739389,-3.6173090779706,-1.6937913700802,0.0687055790997175,0.0003999600039996,0.137086291370863,0.0153984601539846,0.922407759224077,0,0.594059405940594,-3.56638172122244,-3.57378734935997,-3.47666861699571,-2.83785071284595,-1.61445172583804
POLR3F,essential,no,no,no,no,yes,no,no,no,no,-6.74633870572784,-2.58372741913767,-1.58067111130393,0.2602044211128,0.0068993100689931,0.989001099890011,0.0195980401959804,0.973102689731027,0.0396039603960396,0.99009900990099,-1.88567945488467,-1.98070393495353,-2.2916940732984,-2.06292169942448,-1.46932647670027
PPIL2,essential,no,no,no,no,yes,no,yes,no,no,-5.42698849582803,-4.89637839760488,-1.23751543260561,-0.346183517464217,0.0314968503149685,0.0527947205279472,0.0320967903209679,0.0478952104789521,0.0495049504950496,0.0396039603960396,-6.35838420570032,-7.2893282450535,-5.70492972887325,-3.80663436486058,-3.79705111421407
PPP1CB,essential,no,no,no,no,yes,no,no,no,no,-4.97450621015099,-5.53435682257581,-1.07647471751,-0.645514645959829,0.0400959904009599,0.0241975802419758,0.0497950204979502,0.0183981601839816,0.0594059405940595,0.0198019801980198,-5.88192453273026,-6.01259075629365,-6.21236669809982,-5.5750800065094,-5.30882965588422
PPWD1,essential,no,no,no,no,yes,no,yes,no,no,-7.4086074700758,-7.10623722434456,-1.66545102095899,-0.634688896030821,0.0051994800519948,0.0150984901509849,0.015998400159984,0.0285971402859714,0.00990099009900991,0,-5.14363757541191,-5.61171260808929,-5.86521277163429,-6.11183650707955,-5.7887387012089
PRC1,essential,no,no,no,no,yes,no,no,no,no,-6.71933045060406,-6.43653883100039,-1.55880832014338,-0.697535449989602,0.0081991800819918,0.013998600139986,0.01999800019998,0.0190980901909809,0.00990099009900991,0,-3.47189176180406,-3.55261187527933,-4.32887837087936,-4.5392079284841,-4.30967855715317
PRELID1,essential,no,no,no,no,yes,no,yes,no,no,-6.32178523644545,-3.17911777173858,-2.04998084844927,-0.220400374807472,0.005999400059994,0.0914908509149085,0.0102989701029897,0.0702929707029297,0,0.118811881188119,-2.20246293399781,-2.43196936671699,-2.0973967916323,-2.1176308685616,-2.44088999303074
PRMT1,essential,no,no,no,no,yes,no,yes,no,no,-5.96765506560727,-6.61882588183344,-1.11951699926284,-0.682088967370922,0.0256974302569743,0.0164983501649835,0.0513948605139486,0.0206979302069793,0.0396039603960396,0.0297029702970297,-9.44356055659223,-8.6721563981969,-7.49633690581863,-6.56870479364768,-5.9889614683321
PWP2,essential,no,no,no,no,yes,no,yes,no,no,-8.32158721498452,-4.73577118186561,-1.42416312277506,-0.0579166559666388,0.0034996500349965,0.04999500049995,0.0283971602839716,0.4002599740026,0.00990099009900991,0.148514851485149,-5.09190785408216,-4.90010764141632,-4.59880821668627,-4.82904625158311,-4.41296445269262
RABGGTB,essential,no,no,no,no,yes,no,yes,no,no,-4.76023015256944,-2.42594974968176,-1.40813228161659,-0.0794644561936333,0.0225977402259774,0.286571342865713,0.030996900309969,0.220577942205779,0.0594059405940595,0.366336633663366,-2.23473927382543,-2.51167751835317,-2.51942289118652,-2.12482133229411,-1.72288836891768
RACGAP1,essential,no,no,no,no,yes,no,yes,no,no,-6.23222437803463,-6.08936208035522,-1.26900387735138,-0.566972593026535,0.0175982401759824,0.021997800219978,0.0317968203179682,0.0395960403959604,0.0297029702970297,0.0594059405940595,-4.96950661482201,-5.37699471415412,-5.89034643540016,-5.84040550820968,-5.39514372033337
