GeneA,GeneB,label,PRODE_NICE,Diff_Gene_Eff,source,context_status,show_ppis
ARID1A,NAA10,SL,-1.93736060851261,0.425199088420327,Isogenic Screens,LOF,FALSE
ARID1A,PCNA,SL,-2.25894647499313,0.187319254308508,Isogenic Screens,LOF,FALSE
ARID1A,POLR3H,SL,-0.965805036902269,0.483768958224115,Isogenic Screens,LOF,FALSE
ARID1A,SRP19,SL,-3.36229423345465,0.50284758068437,Isogenic Screens,LOF,FALSE
BAP1,HMGCR,SL,-2.98068499166132,0.461298801463844,Isogenic Screens,LOF,FALSE
BAP1,HMGCS1,SL,-1.92932155880941,-1.01471876229279,Isogenic Screens,LOF,FALSE
BAP1,LIAS,SL,-1.62989643329905,0.289206202539455,Isogenic Screens,LOF,FALSE
BAP1,MRPL34,SL,-0.502223092348463,0.500705659065121,Isogenic Screens,LOF,FALSE
BAP1,NUP133,SL,-1.88111516840638,0.217550076166424,Isogenic Screens,LOF,FALSE
BAP1,RPL10A,SL,-4.27686990853131,-0.860969725583051,Isogenic Screens,LOF,FALSE
BAP1,RPL12,SL,-3.4683981404561,-0.432981380061724,Isogenic Screens,LOF,FALSE
BAP1,RPP21,SL,-4.61671299473373,-0.402810651732722,Isogenic Screens,LOF,FALSE
BAP1,SS18L2,SL,-3.07696458665253,1.96547075867359,Isogenic Screens,LOF,FALSE
BCL2L1,ACLY,SL,-1.29641753610323,0.302604181445232,Isogenic Screens,LOF,FALSE
BCL2L1,BCL2,SL,-1.09399950019235,0.317935630621717,Isogenic Screens,LOF,TRUE
BCL2L1,BCL2L2,SL,-2.26439808763282,-0.253034191625611,Isogenic Screens,LOF,TRUE
BCL2L1,MCL1,SL,-3.8188605687524,-1.38428914801607,Isogenic Screens,LOF,TRUE
BCL2L1,OPA1,SL,-1.84377175709258,0.202850596398141,Isogenic Screens,LOF,FALSE
BCL2L1,RAD9A,SL,-2.80665389252334,-0.424115480025013,Isogenic Screens,LOF,TRUE
BCL2L1,RBBP5,SL,-2.37433201083312,-0.522633970607005,Isogenic Screens,LOF,FALSE
BCL2L1,UBE2J2,SL,-2.34067880973323,-0.15397920426552,Isogenic Screens,LOF,FALSE
BCL2L1,WSB2,SL,-2.17676131020286,-0.561326148433067,Isogenic Screens,LOF,FALSE
CCNE1,CTC1,SL,-1.83623838467018,0.00240024804984408,Isogenic Screens,LOF,FALSE
CCNE1,DPAGT1,SL,-1.05076967704388,0.572800017435885,Isogenic Screens,LOF,FALSE
CCNE1,FTSJ3,SL,-3.21622444641135,-0.0962496107354227,Isogenic Screens,LOF,FALSE
CCNE1,MCM5,SL,-4.26956463671125,-0.894723251398073,Isogenic Screens,LOF,TRUE
CCNE1,NOP56,SL,-3.48628701407042,0.330100705767941,Isogenic Screens,LOF,TRUE
CCNE1,NUDCD3,SL,-1.0802041242463,-0.0322282725677224,Isogenic Screens,LOF,FALSE
CCNE1,TEN1,SL,-2.61062978613566,-0.326070072737382,Isogenic Screens,LOF,FALSE
CCNE1,THOC3,SL,-3.20415755052246,-0.221322962306091,Isogenic Screens,LOF,FALSE
CCNE1,UBE2C,SL,-3.45622997471968,-0.214260983004433,Isogenic Screens,LOF,TRUE
CDH1,DDX55,SL,-5.81893523379401,-0.725264446569609,Isogenic Screens,LOF,FALSE
CDH1,HSPA5,SL,-1.65270445269376,1.05604710945223,Isogenic Screens,LOF,TRUE
CDH1,PNN,SL,-1.24592938782036,1.1419318552564,Isogenic Screens,LOF,FALSE
CDH1,POLR2L,SL,-3.01715324896546,0.298798309925882,Isogenic Screens,LOF,FALSE
CDH1,PSMC6,SL,-2.30800613598653,0.760175684493958,Isogenic Screens,LOF,FALSE
CDH1,RPL13,SL,-4.21328061121072,-0.0085319806836927,Isogenic Screens,LOF,TRUE
CDH1,RPS15A,SL,-4.20370688815501,-0.0401351626077415,Isogenic Screens,LOF,TRUE
CDH1,TUBB,SL,-2.81146316070853,-0.459535244679507,Isogenic Screens,LOF,FALSE
CDH1,XPO1,SL,-3.40553483284957,0.17008075208562,Isogenic Screens,LOF,FALSE
KEAP1,CDK1,SL,-2.06097976286048,-0.627847939481731,Isogenic Screens,LOF,FALSE
KEAP1,LSM2,SL,-1.35300303434822,-0.401473812761772,Isogenic Screens,LOF,FALSE
KEAP1,MASTL,SL,-2.64142595503755,-0.266478375546659,Isogenic Screens,LOF,FALSE
KEAP1,MED14,SL,-1.53249945717571,0.181912582406395,Isogenic Screens,LOF,FALSE
KEAP1,MED30,SL,-5.47579888823867,-2.29913446837078,Isogenic Screens,LOF,FALSE
KEAP1,PSMC6,SL,-2.66847480861136,0.536747137109377,Isogenic Screens,LOF,TRUE
KEAP1,RPL31,SL,-2.42134065222942,-0.58902980955617,Isogenic Screens,LOF,FALSE
KEAP1,TMCO6,SL,-1.24453429647174,1.09933545846051,Isogenic Screens,LOF,FALSE
KEAP1,TRAIP,SL,-1.21380254300559,1.22948735555299,Isogenic Screens,LOF,FALSE
KEAP1,UTP3,SL,-1.62644790891257,-0.00502537595150141,Isogenic Screens,LOF,FALSE
MCL1,ADSL,SL,-0.286980278384559,0.90701187428101,Isogenic Screens,LOF,FALSE
MCL1,BCL2L1,SL,-1.05747283409619,0.310888391056508,Isogenic Screens,LOF,TRUE
MCL1,BIRC5,SL,-2.8885305630791,-1.3777752239553,Isogenic Screens,LOF,TRUE
MCL1,FBXW7,SL,-0.0216783596186767,2.60705974952808,Isogenic Screens,LOF,TRUE
MCL1,NRF1,SL,-0.566878605757237,0.627988431925682,Isogenic Screens,LOF,FALSE
MCL1,POLQ,SL,-1.41241718926798,-0.449850990876867,Isogenic Screens,LOF,FALSE
MCL1,RPL10,SL,-2.18274195297142,-1.02945949269291,Isogenic Screens,LOF,FALSE
MCL1,UBE2S,SL,-0.241207586660317,0.887237827810259,Isogenic Screens,LOF,FALSE
MCL1,WSB2,SL,-0.219379991433787,0.849922683567374,Isogenic Screens,LOF,FALSE
NF1,DDX51,SL,-4.36530567880214,-0.433111588255337,Isogenic Screens,LOF,FALSE
NF1,NOP58,SL,-4.21209068522409,0.551682408833275,Isogenic Screens,LOF,FALSE
NF1,PLK1,SL,-5.67198850096319,0.172039744553474,Isogenic Screens,LOF,FALSE
NF1,POLR1B,SL,-4.75152573909369,-0.857914943829145,Isogenic Screens,LOF,FALSE
NF1,POLR2L,SL,-5.16229207385539,-0.324296028337941,Isogenic Screens,LOF,FALSE
NF1,POLR3H,SL,-0.875878886134837,0.518645583203521,Isogenic Screens,LOF,FALSE
NF1,PRPF38B,SL,-2.23798750064205,-0.0944088997264035,Isogenic Screens,LOF,FALSE
NF1,RANGAP1,SL,-4.94808852204021,-0.501896410782701,Isogenic Screens,LOF,FALSE
NF1,SSU72,SL,-3.47996173612766,-0.375230377691751,Isogenic Screens,LOF,FALSE
NF1,UQCRFS1,SL,-2.92208856615707,0.288077152596224,Isogenic Screens,LOF,FALSE
NF2,CDK1,SL,-7.07296248003658,-1.50327737846607,Isogenic Screens,LOF,FALSE
NF2,ELP5,SL,-0.307903157728804,0.847351035532103,Isogenic Screens,LOF,FALSE
NF2,LRR1,SL,-1.61852869352564,-0.36642556695819,Isogenic Screens,LOF,FALSE
NF2,NUP85,SL,-0.742541313780528,1.47426338254858,Isogenic Screens,LOF,FALSE
NF2,PCNA,SL,-0.966091460954807,1.66174030778478,Isogenic Screens,LOF,FALSE
NF2,POLR3H,SL,-0.39311944615158,2.07061954711324,Isogenic Screens,LOF,FALSE
NF2,RPL4,SL,-4.04129438579137,0.217156347897499,Isogenic Screens,LOF,FALSE
NF2,SEPSECS,SL,-2.71029950814833,-0.825557792155273,Isogenic Screens,LOF,FALSE
NF2,SRP14,SL,-3.95766986917531,-0.80355907283391,Isogenic Screens,LOF,FALSE
PARP1,ITPA,SL,-1.30080020445604,0.037301385594711,Isogenic Screens,LOF,FALSE
PARP1,MAEA,SL,-0.810901815888287,0.168060848049417,Isogenic Screens,LOF,FALSE
PARP1,MUS81,SL,-1.39754386173028,0.913217294088788,Isogenic Screens,LOF,TRUE
PARP1,NHEJ1,SL,-4.50701109985993,-1.3825094926225,Isogenic Screens,LOF,TRUE
PARP1,NSL1,SL,-3.98977785030477,-0.897832790568337,Isogenic Screens,LOF,FALSE
PARP1,PARP2,SL,-0.788939074796442,0.359679594412596,Isogenic Screens,LOF,TRUE
PARP1,RAD51B,SL,-1.38387678765013,0.732621047029372,Isogenic Screens,LOF,TRUE
PARP1,VEZT,SL,-0.779619080981816,0.409641154383622,Isogenic Screens,LOF,FALSE
PTEN,BORA,SL,-2.18370163187576,-0.0765605432610972,Isogenic Screens,LOF,FALSE
PTEN,GNPAT,SL,-1.76678154778023,0.186106112503012,Isogenic Screens,LOF,FALSE
PTEN,HDGFL1,SL,-1.49480136911271,0.443269876821937,Isogenic Screens,LOF,FALSE
PTEN,OTX2,SL,-0.538083314719228,3.32294088781576,Isogenic Screens,LOF,FALSE
PTEN,POLR2D,SL,-3.47446966617109,0.587287072572592,Isogenic Screens,LOF,FALSE
PTEN,SNRPF,SL,-4.25648110150518,-0.337761784402964,Isogenic Screens,LOF,FALSE
PTEN,ZFAND3,SL,-1.27564878704728,0.752792059670251,Isogenic Screens,LOF,FALSE
RB1,ACTR2,SL,-2.220241322735,0.47060925895191,Isogenic Screens,LOF,FALSE
RB1,DHX37,SL,-1.96923979385467,0.141503300856888,Isogenic Screens,LOF,FALSE
RB1,GRPEL1,SL,-1.31448281771564,0.0856885178250062,Isogenic Screens,LOF,FALSE
RB1,IMP4,SL,-5.06080391332096,-1.80906759316738,Isogenic Screens,LOF,FALSE
RB1,INTS9,SL,-2.83432542128156,-0.619670798120028,Isogenic Screens,LOF,FALSE
RB1,LONP1,SL,-1.52878265813823,0.437525606369023,Isogenic Screens,LOF,FALSE
RB1,NOB1,SL,-2.69026716101265,-0.0615698767346645,Isogenic Screens,LOF,FALSE
RB1,NUP50,SL,-2.66152888661459,0.883396772246181,Isogenic Screens,LOF,FALSE
RB1,RPL10A,SL,-3.93390706810143,-1.0250393513656,Isogenic Screens,LOF,FALSE
RB1,TSEN54,SL,-1.90396046395113,-0.0727091427295834,Isogenic Screens,LOF,FALSE
9p21,ASB17,not SL,-1.70341624006985,0.283786065246212,Isogenic Screens,LOF,FALSE
9p21,CCT8L2,not SL,-1.7838730806828,0.12966880222196,Isogenic Screens,LOF,FALSE
9p21,CHRNB3,not SL,-0.846446231844071,1.26683583438974,Isogenic Screens,LOF,FALSE
9p21,DEFB118,not SL,-0.782278248301524,0.891718690050395,Isogenic Screens,LOF,FALSE
9p21,FEZF2,not SL,-1.91424031820074,-0.528855154153389,Isogenic Screens,LOF,FALSE
9p21,SPACA1,not SL,-1.84030965538624,0.131674300072541,Isogenic Screens,LOF,FALSE
9p21,UBQLN3,not SL,-1.53484377233823,0.704005871062801,Isogenic Screens,LOF,FALSE
ARID1A,CFHR5,not SL,-2.46755676582059,0.535163442778121,Isogenic Screens,LOF,FALSE
ARID1A,SPACA1,not SL,-1.45509320257625,0.252266320737539,Isogenic Screens,LOF,FALSE
ARID1A,TBC1D21,not SL,-1.40363593927134,0.642337366238708,Isogenic Screens,LOF,FALSE
BAP1,ASB17,not SL,-5.49272226531609,-1.05480702997744,Isogenic Screens,LOF,FALSE
BAP1,GLT6D1,not SL,-0.211295341511465,1.15721060670571,Isogenic Screens,LOF,FALSE
BAP1,LYZL6,not SL,-1.69376408020333,0.24672179726868,Isogenic Screens,LOF,FALSE
BCL2L1,ADAM30,not SL,-2.10456522294811,-0.282454502325466,Isogenic Screens,LOF,FALSE
BCL2L1,DRD3,not SL,-0.697187863489314,1.05054238810854,Isogenic Screens,LOF,FALSE
BCL2L1,LRIT1,not SL,-1.2227656054493,0.498459548739176,Isogenic Screens,LOF,FALSE
BCL2L1,NPHS2,not SL,-0.782474023594195,0.692294197056956,Isogenic Screens,LOF,FALSE
BCL2L1,SLC22A6,not SL,-1.59190538296925,-0.256883841004866,Isogenic Screens,LOF,FALSE
BCL2L1,TAS1R2,not SL,-2.29595510765112,-0.508697017198312,Isogenic Screens,LOF,FALSE
BCL2L1,VN1R4,not SL,-1.09134584369295,0.521596693314022,Isogenic Screens,LOF,FALSE
CCNE1,GPR31,not SL,-0.210742150555232,1.40944449087664,Isogenic Screens,LOF,FALSE
CCNE1,IFNA16,not SL,-0.336666443493279,1.13838136885473,Isogenic Screens,LOF,FALSE
CCNE1,LRIT1,not SL,-0.967940025519945,1.02146598775086,Isogenic Screens,LOF,FALSE
CCNE1,MC2R,not SL,-0.52077735403698,1.79505799003105,Isogenic Screens,LOF,FALSE
CCNE1,POM121L12,not SL,-0.238837617216849,1.27363259623136,Isogenic Screens,LOF,FALSE
CDH1,ACTL9,not SL,-1.50088414707093,-0.292201296846295,Isogenic Screens,LOF,FALSE
CDH1,ADAM30,not SL,-1.63048316274435,0.059850657912238,Isogenic Screens,LOF,FALSE
CDH1,IL3,not SL,-1.94859387854084,-0.110770492227291,Isogenic Screens,LOF,FALSE
CDH1,MS4A5,not SL,-1.24070887965406,0.334426334097538,Isogenic Screens,LOF,FALSE
CDH1,SLC2A7,not SL,-1.34921799216156,0.00474258141017825,Isogenic Screens,LOF,FALSE
CDH1,TBC1D21,not SL,-1.49929980668311,0.941516246551292,Isogenic Screens,LOF,FALSE
KEAP1,MS4A5,not SL,-1.42587742468653,1.72746492389537,Isogenic Screens,LOF,FALSE
KEAP1,NPHS2,not SL,-2.03784495178593,1.68739617282514,Isogenic Screens,LOF,FALSE
KEAP1,TAAR2,not SL,-2.06369472247135,-0.711725214205388,Isogenic Screens,LOF,FALSE
MCL1,IL3,not SL,-3.12638385317541,-0.620194923023556,Isogenic Screens,LOF,TRUE
MCL1,NANOGNB,not SL,-4.67651471728722,0.0672521352507591,Isogenic Screens,LOF,FALSE
MCL1,TAAR2,not SL,-0.556382160774494,0.933638583435619,Isogenic Screens,LOF,FALSE
NF1,CHRNB3,not SL,-1.5870154569819,-0.00333432239349834,Isogenic Screens,LOF,FALSE
NF1,RNASE9,not SL,-2.72703707518852,-0.476997262134834,Isogenic Screens,LOF,FALSE
NF1,TPD52L3,not SL,-0.610969144532673,1.31872427144277,Isogenic Screens,LOF,FALSE
NF2,DRD3,not SL,-0.859229616694801,0.246436699272846,Isogenic Screens,LOF,FALSE
NF2,KRT26,not SL,-1.18534249677295,0.461391813578359,Isogenic Screens,LOF,FALSE
NF2,NANOGNB,not SL,-3.03555666999445,0.0866242942075409,Isogenic Screens,LOF,FALSE
NF2,SCN10A,not SL,-1.80509653461693,0.765916899808635,Isogenic Screens,LOF,FALSE
NF2,TAS1R2,not SL,-0.761755889184122,1.24677349443861,Isogenic Screens,LOF,FALSE
PARP1,BPIFA3,not SL,-0.895578684586255,0.193427308948153,Isogenic Screens,LOF,FALSE
PARP1,CCT8L2,not SL,-0.921499605240486,0.224291192521385,Isogenic Screens,LOF,FALSE
PARP1,GML,not SL,-3.09923430591279,-0.946296916217678,Isogenic Screens,LOF,FALSE
PARP1,TXNDC8,not SL,-2.0877556773321,-0.620135047254231,Isogenic Screens,LOF,FALSE
PARP1,UMOD,not SL,-0.889226486771519,0.973906156649323,Isogenic Screens,LOF,FALSE
PARP1,VN1R2,not SL,-4.68961307746444,-1.75358447083666,Isogenic Screens,LOF,FALSE
PTEN,FAM71B,not SL,-1.8016631197098,0.129564931525814,Isogenic Screens,LOF,FALSE
PTEN,GML,not SL,-2.01875765071387,-0.481080812661646,Isogenic Screens,LOF,FALSE
PTEN,SLC7A13,not SL,-1.35429406163669,0.495034297506959,Isogenic Screens,LOF,FALSE
PTEN,TAS1R2,not SL,-2.17250854264477,-0.547010760537815,Isogenic Screens,LOF,FALSE
PTEN,TPD52L3,not SL,-1.22441318973322,-0.0750578074313095,Isogenic Screens,LOF,FALSE
RB1,ASB17,not SL,-1.78426874420365,-0.471304586051352,Isogenic Screens,LOF,FALSE
RB1,BPIFA3,not SL,-3.33922571254173,-0.510279531180007,Isogenic Screens,LOF,FALSE
RB1,LRIT1,not SL,-1.38035418398933,0.0730959615901825,Isogenic Screens,LOF,FALSE
RB1,NMS,not SL,-1.85560482607412,-0.80212887412487,Isogenic Screens,LOF,FALSE
RB1,TBC1D21,not SL,-1.41219548260365,0.371803332293134,Isogenic Screens,LOF,FALSE
ARID1A,CHEK1,SL,-2.76382954715577,0.261311175624953,SLdb,LOF,TRUE
ARID1A,TOP1,SL,-2.39183291135782,-0.371007543764774,SLdb,LOF,TRUE
ARID1A,VHL,SL,-1.86752474767169,-0.145223471655945,SLdb,LOF,FALSE
ATM,ACVR1,SL,-1.16185947707858,0.181798840778265,SLdb,LOF,FALSE
ATM,APEX1,SL,-2.73024696079416,-0.236115476336124,SLdb,LOF,TRUE
ATM,BIRC5,SL,-2.79539233711635,-0.0892874064514658,SLdb,LOF,FALSE
ATM,CHEK1,SL,-4.22691367523448,-0.562988648219447,SLdb,LOF,TRUE
ATM,HMGCR,SL,-2.66852496761092,-0.00973214109757754,SLdb,LOF,FALSE
ATM,MAP3K4,SL,-1.31732894970596,0.545767473116939,SLdb,LOF,FALSE
ATM,NAE1,SL,-2.15894676980555,-0.466800989367222,SLdb,LOF,FALSE
ATM,SETD2,SL,-1.84560793718179,0.037662114393417,SLdb,LOF,TRUE
ATM,SMO,SL,-2.58168237490353,-0.727522270926033,SLdb,LOF,FALSE
ATM,TPSAB1,SL,-1.29742458469732,0.411774796989258,SLdb,LOF,FALSE
ATM,VHL,SL,-1.7273096147445,-0.02915185486218,SLdb,LOF,TRUE
BRCA2,ALAD,SL,-0.619699870513794,0.992339881280876,SLdb,LOF,FALSE
BRCA2,APEX1,SL,-1.37991746773504,0.841888760036387,SLdb,LOF,TRUE
BRCA2,BRAF,SL,-2.11307194676444,0.750687453222459,SLdb,LOF,TRUE
BRCA2,BRCA1,SL,-4.15910119839628,0.20971703927699,SLdb,LOF,TRUE
BRCA2,CDK9,SL,-4.15238162305104,-0.785091826259244,SLdb,LOF,FALSE
BRCA2,CIT,SL,-1.74973025995324,0.437955480801467,SLdb,LOF,FALSE
BRCA2,ERBB4,SL,-0.58739187290862,1.23254037324626,SLdb,LOF,TRUE
BRCA2,FEN1,SL,-3.95505169404783,-0.415323443111761,SLdb,LOF,TRUE
BRCA2,FLT3,SL,-1.58155683619096,-0.22411942984892,SLdb,LOF,FALSE
BRCA2,MAP2K1,SL,-1.28553004876945,0.468260049148297,SLdb,LOF,FALSE
BRCA2,NAE1,SL,-1.53589009813682,0.79693710933893,SLdb,LOF,FALSE
BRCA2,NAGK,SL,-1.96443975427545,-0.637739168761624,SLdb,LOF,FALSE
BRCA2,NRAS,SL,-1.78368671703472,-0.303589123932155,SLdb,LOF,TRUE
BRCA2,P2RY6,SL,-1.47191669691048,0.225426122199917,SLdb,LOF,FALSE
BRCA2,PARP1,SL,-2.8659284884912,-0.121881922417916,SLdb,LOF,TRUE
BRCA2,PKLR,SL,-2.43092865142827,-0.0340149872381227,SLdb,LOF,FALSE
BRCA2,SLC5A5,SL,-0.938740317592486,0.38567146846704,SLdb,LOF,FALSE
BRCA2,SMARCB1,SL,-2.07417791370161,0.208847200496131,SLdb,LOF,TRUE
BRCA2,SPHK2,SL,-0.918564140873747,0.356233555435643,SLdb,LOF,FALSE
BRCA2,STMN1,SL,-1.97430930680773,-0.641409452108005,SLdb,LOF,FALSE
BRCA2,TPSAB1,SL,-1.56708611010499,0.255513565236819,SLdb,LOF,FALSE
BRCA2,TYK2,SL,-1.20078375048003,0.00420884078751828,SLdb,LOF,FALSE
BRCA2,WEE1,SL,-4.192905143106,-1.04126864895599,SLdb,LOF,TRUE
CDH1,BRCA1,SL,-2.47056402353594,0.359466577981691,SLdb,LOF,TRUE
CDH1,CDK9,SL,-3.26758597525096,-0.885862831833221,SLdb,LOF,FALSE
CDH1,MAP2K1,SL,-2.00224417474481,-0.208003077562569,SLdb,LOF,TRUE
CDH1,MET,SL,-1.53061443381288,0.320770477593227,SLdb,LOF,TRUE
CDH1,MYC,SL,-2.57466142443163,-0.363579126988128,SLdb,LOF,TRUE
CDKN2A,ABCB1,SL,-2.17075717455318,-0.0707076200246851,SLdb,LOF,FALSE
CDKN2A,ABCC10,SL,-1.29704106782365,0.51364366209006,SLdb,LOF,FALSE
CDKN2A,CDA,SL,-0.537938215575739,1.56809058415179,SLdb,LOF,FALSE
CDKN2A,CMPK1,SL,-2.25598382047699,-0.145030724031849,SLdb,LOF,FALSE
CDKN2A,DCK,SL,-1.32620315214005,0.797237817539576,SLdb,LOF,FALSE
CDKN2A,IGF1R,SL,-2.50986412243466,-0.403932058931017,SLdb,LOF,TRUE
CDKN2A,NAE1,SL,-1.75751017438725,0.617535942606612,SLdb,LOF,FALSE
CDKN2A,RRM1,SL,-3.29994320263498,0.295158989408455,SLdb,LOF,FALSE
CDKN2A,RRM2,SL,-2.92819386941242,0.380028959113514,SLdb,LOF,TRUE
CDKN2A,SLC28A1,SL,-0.444709000242064,1.11596433723195,SLdb,LOF,FALSE
CDKN2A,SLC29A1,SL,-1.64679896226923,0.255833639556065,SLdb,LOF,FALSE
CDKN2A,SLC29A2,SL,-2.22721580300608,-0.549181032777247,SLdb,LOF,FALSE
CDKN2A,TYMS,SL,-3.29666144806421,0.0169217767337332,SLdb,LOF,TRUE
EP300,NAE1,SL,-2.26076016678254,-0.391239579906006,SLdb,LOF,FALSE
GATA3,RRM2,SL,-2.86527702522441,-0.153744335364247,SLdb,LOF,FALSE
GATA3,WEE1,SL,-2.01928865897221,0.0700910311818407,SLdb,LOF,FALSE
KMT2D,BRD4,SL,-3.24020868013476,-0.275313059899467,SLdb,LOF,TRUE
KMT2D,CDK9,SL,-2.93511573899406,-0.192649972563024,SLdb,LOF,FALSE
KMT2D,CHEK1,SL,-5.75738641390084,-1.16201857377166,SLdb,LOF,FALSE
PTEN,BRD4,SL,-1.79699372597478,0.731408678304435,SLdb,LOF,TRUE
PTEN,CHEK1,SL,-3.65018188067447,-0.00500521080922417,SLdb,LOF,TRUE
PTEN,MTOR,SL,-2.77064696182144,-0.568963335692266,SLdb,LOF,TRUE
PTEN,MYC,SL,-2.22824810143992,-0.214526862232711,SLdb,LOF,TRUE
PTEN,NAE1,SL,-2.84885265002977,-0.172463480083659,SLdb,LOF,FALSE
PTEN,VHL,SL,-2.37882032495927,0.0524523974999018,SLdb,LOF,TRUE
RUNX1,BRCA1,SL,-2.63285119784861,0.078375122343412,SLdb,LOF,TRUE
RUNX1,CDK9,SL,-1.69916858745345,0.855484314183549,SLdb,LOF,TRUE
SMAD4,ABCB1,SL,-3.71679000683593,-0.90001017541346,SLdb,LOF,FALSE
SMAD4,ABCC10,SL,-2.12854543545701,-0.140218224468438,SLdb,LOF,FALSE
SMAD4,CDK9,SL,-2.38250420315227,-0.0743590221661834,SLdb,LOF,TRUE
SMAD4,CMPK1,SL,-1.78985821850687,0.335922533595858,SLdb,LOF,FALSE
SMAD4,MET,SL,-2.07106433299351,0.0174365692457115,SLdb,LOF,TRUE
SMAD4,MTOR,SL,-1.69536690374124,0.841140991112698,SLdb,LOF,TRUE
SMAD4,RRM1,SL,-3.76854620173227,-0.145025785586981,SLdb,LOF,FALSE
SMAD4,SLC29A1,SL,-1.35435639346123,-0.250216666871611,SLdb,LOF,FALSE
SMAD4,SLC29A2,SL,-1.36094863242351,0.281600423112956,SLdb,LOF,FALSE
SMAD4,TYMS,SL,-3.56300782791646,0.00858140963993943,SLdb,LOF,FALSE
SMAD4,WEE1,SL,-1.68507590099058,0.18300684182748,SLdb,LOF,TRUE
TNFAIP3,NAE1,SL,-0.974241792704301,0.77301760436533,SLdb,LOF,FALSE
TP53,NAE1,SL,-2.38102604497275,-0.165288532617654,SLdb,LOF,TRUE
ATM,BPIFA3,not SL,-1.98337413932574,-0.0953374576297537,SLdb,LOF,FALSE
ATM,CCT8L2,not SL,-1.79020068237167,0.72703616962066,SLdb,LOF,FALSE
ATM,DRD3,not SL,-3.02389052966454,-0.316122999584814,SLdb,LOF,FALSE
ATM,KRTAP13-4,not SL,-4.87238183618954,-3.13718104733913,SLdb,LOF,FALSE
ATM,LRIT1,not SL,-2.19247938935568,-0.16389938225484,SLdb,LOF,FALSE
ATM,MMP27,not SL,-0.964323289813281,0.778648431971791,SLdb,LOF,FALSE
ATM,MS4A5,not SL,-1.93792576144175,-0.171803884156355,SLdb,LOF,FALSE
ATM,NPHS2,not SL,-1.95985331075857,-0.19723937633056,SLdb,LOF,FALSE
ATM,NPVF,not SL,-0.607039656750634,0.955643366170905,SLdb,LOF,FALSE
ATM,POM121L12,not SL,-1.14701801012009,0.233691358255588,SLdb,LOF,FALSE
ATM,TAAR2,not SL,-1.2793129849052,0.0853056843407042,SLdb,LOF,FALSE
ATM,VN1R4,not SL,-2.58226096764687,-0.27036686267679,SLdb,LOF,FALSE
BRCA2,ADAM30,not SL,-1.45795862768562,0.257729422037292,SLdb,LOF,FALSE
BRCA2,ASB17,not SL,-0.666601383498228,0.802568521734527,SLdb,LOF,FALSE
BRCA2,CCT8L2,not SL,-1.66359339101287,0.790635658156982,SLdb,LOF,FALSE
BRCA2,GML,not SL,-2.31344081186817,0.0324206552766996,SLdb,LOF,FALSE
BRCA2,IFNA16,not SL,-0.81297879907835,0.112032129587313,SLdb,LOF,FALSE
BRCA2,LRIT1,not SL,-1.483262918536,0.749920131985803,SLdb,LOF,FALSE
BRCA2,NANOGNB,not SL,-1.40292120920026,0.739599371250592,SLdb,LOF,FALSE
BRCA2,NPHS2,not SL,-2.1419125259567,-0.0401415471413247,SLdb,LOF,FALSE
BRCA2,SCN10A,not SL,-1.90855749655374,0.07566646234415,SLdb,LOF,FALSE
BRCA2,SLC22A6,not SL,-1.75946563717366,-0.178598143534543,SLdb,LOF,FALSE
BRCA2,TAAR2,not SL,-0.879204351819864,0.540380736922668,SLdb,LOF,FALSE
BRCA2,TAS1R2,not SL,-2.21158557171391,-0.388766732163068,SLdb,LOF,FALSE
CDH1,DEFB118,not SL,-0.885435749021903,0.505814481239725,SLdb,LOF,FALSE
CDH1,KRT26,not SL,-1.41731228402455,0.0666557592237856,SLdb,LOF,FALSE
CDH1,RNASE12,not SL,-1.23071655385765,0.352679861185191,SLdb,LOF,FALSE
CDH1,TBC1D21,not SL,-1.23404179485816,0.806447732405204,SLdb,LOF,FALSE
CDKN2A,ASB17,not SL,-2.00627486643195,0.0857437642180474,SLdb,LOF,FALSE
CDKN2A,DRD3,not SL,-0.836960420820537,0.940730148052195,SLdb,LOF,FALSE
CDKN2A,FAM71B,not SL,-1.51324716580295,0.603430266661413,SLdb,LOF,FALSE
CDKN2A,GML,not SL,-2.12894859494655,0.0945283033134752,SLdb,LOF,FALSE
CDKN2A,HTR3D,not SL,-1.11926337347181,0.859500009717623,SLdb,LOF,FALSE
CDKN2A,IL25,not SL,-0.107199900028042,1.71974408424727,SLdb,LOF,FALSE
CDKN2A,TAS1R2,not SL,-0.956562932793801,0.767429488046865,SLdb,LOF,FALSE
CDKN2A,TPD52L3,not SL,-1.09372846715562,0.646229498800991,SLdb,LOF,FALSE
GATA3,TAAR2,not SL,-1.48164849657219,0.0426806675065872,SLdb,LOF,FALSE
KMT2D,LYZL6,not SL,-1.57414042117629,0.00617613024541496,SLdb,LOF,FALSE
PTEN,CHRNB3,not SL,-1.80757326518524,0.0765231102368702,SLdb,LOF,FALSE
PTEN,GLT6D1,not SL,-2.17061053702899,-0.366127809271526,SLdb,LOF,FALSE
PTEN,SPACA1,not SL,-1.26519842544933,0.984640197260732,SLdb,LOF,FALSE
SMAD4,CHRNB3,not SL,-1.2308517463281,0.173042363284092,SLdb,LOF,FALSE
SMAD4,GPR31,not SL,-0.594149926535669,0.648074572163007,SLdb,LOF,TRUE
