GeneA	GeneB	label	PRODE_NICE	Diff_Gene_Eff	source	context_status
NF1	POLR3H	SL	-0.380389367063926	0.518645583203521	Isogenic Screens	LOF
NF1	PRPF38B	SL	-0.971945622097289	-0.0944088997264035	Isogenic Screens	LOF
NF1	RANGAP1	SL	-2.14892754109089	-0.501896410782701	Isogenic Screens	LOF
NF1	SSU72	SL	-1.5113281792347	-0.375230377691751	Isogenic Screens	LOF
NF1	UQCRFS1	SL	-1.2690469399146	0.288077152596224	Isogenic Screens	LOF
NF2	CDK1	SL	-3.07174857578862	-1.50327737846607	Isogenic Screens	LOF
NF2	ELP5	SL	-0.133720642362206	0.847351035532103	Isogenic Screens	LOF
NF2	LRR1	SL	-0.702918080400264	-0.36642556695819	Isogenic Screens	LOF
NF2	NUP85	SL	-0.322481595160074	1.47426338254858	Isogenic Screens	LOF
NF2	PCNA	SL	-0.419568190506524	1.66174030778478	Isogenic Screens	LOF
NF2	POLR3H	SL	-0.170729606192494	2.07061954711324	Isogenic Screens	LOF
NF2	RPL4	SL	-1.75511185149578	0.217156347897499	Isogenic Screens	LOF
NF2	SEPSECS	SL	-1.17706812069392	-0.825557792155273	Isogenic Screens	LOF
NF2	SRP14	SL	-1.7187941853776	-0.80355907283391	Isogenic Screens	LOF
PARP1	ITPA	SL	-0.56493035085388	0.037301385594711	Isogenic Screens	LOF
PARP1	MAEA	SL	-0.35217018400561	0.168060848049417	Isogenic Screens	LOF
PARP1	MUS81	SL	-0.606945587367223	0.913217294088788	Isogenic Screens	LOF
PARP1	NHEJ1	SL	-1.95737005054588	-1.3825094926225	Isogenic Screens	LOF
PARP1	NSL1	SL	-1.73273850440718	-0.897832790568337	Isogenic Screens	LOF
PARP1	PARP2	SL	-0.342631886741952	0.359679594412596	Isogenic Screens	LOF
PARP1	RAD51B	SL	-0.601010052510448	0.732621047029372	Isogenic Screens	LOF
PARP1	VEZT	SL	-0.338584264856887	0.409641154383622	Isogenic Screens	LOF
PTEN	BORA	SL	-0.948369568846768	-0.0765605432610972	Isogenic Screens	LOF
PTEN	GNPAT	SL	-0.767303476929441	0.186106112503012	Isogenic Screens	LOF
PTEN	HDGFL1	SL	-0.649183986147076	0.443269876821937	Isogenic Screens	LOF
PTEN	OTX2	SL	-0.233686614386771	3.32294088781576	Isogenic Screens	LOF
PTEN	POLR2D	SL	-1.50894300355834	0.587287072572592	Isogenic Screens	LOF
PTEN	SNRPF	SL	-1.84856625470918	-0.337761784402964	Isogenic Screens	LOF
PTEN	ZFAND3	SL	-0.554007229061211	0.752792059670251	Isogenic Screens	LOF
RB1	ACTR2	SL	-0.964238554957388	0.47060925895191	Isogenic Screens	LOF
RB1	DHX37	SL	-0.855229976015383	0.141503300856888	Isogenic Screens	LOF
RB1	GRPEL1	SL	-0.570872634290539	0.0856885178250062	Isogenic Screens	LOF
RB1	IMP4	SL	-2.19787921354967	-1.80906759316738	Isogenic Screens	LOF
RB1	INTS9	SL	-1.23093189038069	-0.619670798120028	Isogenic Screens	LOF
RB1	LONP1	SL	-0.663941872458819	0.437525606369023	Isogenic Screens	LOF
RB1	NOB1	SL	-1.16836818287332	-0.0615698767346645	Isogenic Screens	LOF
RB1	NUP50	SL	-1.15588730888283	0.883396772246181	Isogenic Screens	LOF
RB1	RPL10A	SL	-1.70847413199665	-1.0250393513656	Isogenic Screens	LOF
RB1	TSEN54	SL	-0.826879523255933	-0.0727091427295834	Isogenic Screens	LOF
9p21	ASB17	not SL	-0.73978427344672	0.283786065246212	Isogenic Screens	LOF
9p21	CCT8L2	not SL	-0.774726235356296	0.12966880222196	Isogenic Screens	LOF
9p21	CHRNB3	not SL	-0.367606927717681	1.26683583438974	Isogenic Screens	LOF
9p21	DEFB118	not SL	-0.339739126550294	0.891718690050395	Isogenic Screens	LOF
9p21	FEZF2	not SL	-0.831344007231307	-0.528855154153389	Isogenic Screens	LOF
9p21	SPACA1	not SL	-0.799236328327519	0.131674300072541	Isogenic Screens	LOF
9p21	UBQLN3	not SL	-0.666574180910063	0.704005871062801	Isogenic Screens	LOF
ARID1A	CFHR5	not SL	-1.07164628717892	0.535163442778121	Isogenic Screens	LOF
ARID1A	SPACA1	not SL	-0.631938948533794	0.252266320737539	Isogenic Screens	LOF
ARID1A	TBC1D21	not SL	-0.609591343026629	0.642337366238708	Isogenic Screens	LOF
BAP1	ASB17	not SL	-2.38545897045391	-1.05480702997744	Isogenic Screens	LOF
BAP1	GLT6D1	not SL	-0.0917644008702922	1.15721060670571	Isogenic Screens	LOF
BAP1	LYZL6	not SL	-0.735592393678241	0.24672179726868	Isogenic Screens	LOF
BCL2L1	ADAM30	not SL	-0.914001063131851	-0.282454502325466	Isogenic Screens	LOF
BCL2L1	DRD3	not SL	-0.302784841963327	1.05054238810854	Isogenic Screens	LOF
BCL2L1	LRIT1	not SL	-0.531040355107717	0.498459548739176	Isogenic Screens	LOF
BCL2L1	NPHS2	not SL	-0.339824150679593	0.692294197056956	Isogenic Screens	LOF
BCL2L1	SLC22A6	not SL	-0.691355723535629	-0.256883841004866	Isogenic Screens	LOF
BCL2L1	TAS1R2	not SL	-0.997120633950468	-0.508697017198312	Isogenic Screens	LOF
BCL2L1	VN1R4	not SL	-0.473965477763895	0.521596693314022	Isogenic Screens	LOF
CCNE1	GPR31	not SL	-0.0915241530905617	1.40944449087664	Isogenic Screens	LOF
CCNE1	IFNA16	not SL	-0.146212378651124	1.13838136885473	Isogenic Screens	LOF
CCNE1	LRIT1	not SL	-0.420371011896604	1.02146598775086	Isogenic Screens	LOF
CCNE1	MC2R	not SL	-0.226170731158437	1.79505799003105	Isogenic Screens	LOF
CCNE1	POM121L12	not SL	-0.103725859228199	1.27363259623136	Isogenic Screens	LOF
CDH1	ACTL9	not SL	-0.651825703048974	-0.292201296846295	Isogenic Screens	LOF
CDH1	ADAM30	not SL	-0.708109840416031	0.059850657912238	Isogenic Screens	LOF
CDH1	IL3	not SL	-0.84626356892074	-0.110770492227291	Isogenic Screens	LOF
CDH1	MS4A5	not SL	-0.538833020082125	0.334426334097538	Isogenic Screens	LOF
CDH1	SLC2A7	not SL	-0.58595792888035	0.00474258141017825	Isogenic Screens	LOF
CDH1	TBC1D21	not SL	-0.651137632761086	0.941516246551292	Isogenic Screens	LOF
KEAP1	MS4A5	not SL	-0.61925069741178	1.72746492389537	Isogenic Screens	LOF
KEAP1	NPHS2	not SL	-0.885024817535029	1.68739617282514	Isogenic Screens	LOF
KEAP1	TAAR2	not SL	-0.896251230302168	-0.711725214205388	Isogenic Screens	LOF
MCL1	IL3	not SL	-1.35777125574551	-0.620194923023556	Isogenic Screens	LOF
MCL1	NANOGNB	not SL	-2.03098453625719	0.0672521352507591	Isogenic Screens	LOF
MCL1	TAAR2	not SL	-0.241633702253771	0.933638583435619	Isogenic Screens	LOF
NF1	CHRNB3	not SL	-0.689232055662408	-0.00333432239349834	Isogenic Screens	LOF
NF1	RNASE9	not SL	-1.18433715369996	-0.476997262134834	Isogenic Screens	LOF
NF1	TPD52L3	not SL	-0.26534052808369	1.31872427144277	Isogenic Screens	LOF
NF2	DRD3	not SL	-0.373158681218398	0.246436699272846	Isogenic Screens	LOF
NF2	KRT26	not SL	-0.514787705513916	0.461391813578359	Isogenic Screens	LOF
NF2	NANOGNB	not SL	-1.3183255112832	0.0866242942075409	Isogenic Screens	LOF
NF2	SCN10A	not SL	-0.783943464286816	0.765916899808635	Isogenic Screens	LOF
NF2	TAS1R2	not SL	-0.330826379229969	1.24677349443861	Isogenic Screens	LOF
PARP1	BPIFA3	not SL	-0.388944880825983	0.193427308948153	Isogenic Screens	LOF
PARP1	CCT8L2	not SL	-0.400202193631967	0.224291192521385	Isogenic Screens	LOF
PARP1	GML	not SL	-1.34598035718318	-0.946296916217678	Isogenic Screens	LOF
PARP1	TXNDC8	not SL	-0.906700770227518	-0.620135047254231	Isogenic Screens	LOF
PARP1	UMOD	not SL	-0.386186156367085	0.973906156649323	Isogenic Screens	LOF
PARP1	VN1R2	not SL	-2.03667308180414	-1.75358447083666	Isogenic Screens	LOF
PTEN	FAM71B	not SL	-0.782452351138563	0.129564931525814	Isogenic Screens	LOF
PTEN	GML	not SL	-0.876735308005007	-0.481080812661646	Isogenic Screens	LOF
PTEN	SLC7A13	not SL	-0.588162437843157	0.495034297506959	Isogenic Screens	LOF
PTEN	TAS1R2	not SL	-0.943508471958297	-0.547010760537815	Isogenic Screens	LOF
PTEN	TPD52L3	not SL	-0.531755891870694	-0.0750578074313095	Isogenic Screens	LOF
RB1	ASB17	not SL	-0.77489806984009	-0.471304586051352	Isogenic Screens	LOF
RB1	BPIFA3	not SL	-1.45020730078633	-0.510279531180007	Isogenic Screens	LOF
RB1	LRIT1	not SL	-0.599480205178632	0.0730959615901825	Isogenic Screens	LOF
RB1	NMS	not SL	-0.805878936557035	-0.80212887412487	Isogenic Screens	LOF
RB1	TBC1D21	not SL	-0.613308705463464	0.371803332293134	Isogenic Screens	LOF
