gene	Estimate	Std..Error	t.value	Pr...t..	ctrl_mean	case_mean	ctrl_sd	case_sd	ctrl_n	case_n	rra_score	rra_p	rra_fdr	u_gene	u_neig	NICE_score
AAMDC	0.0415398138948533	0.0256612319725136	1.61877706960241	0.118563407101501	-0.0462645749818618	-0.02505522817415	0.061410422612381	0.0603942053970484	22	8	0.0523147981005418	0.311780327021016	0.737315176490193	0.896873541763883	0.422771815212319	-0.969763095373937
AAMP	0.086931003886384	0.129982533305228	0.66878988796326	0.510011830749772	-0.789195588226614	-0.801271943900706	0.286859804519593	0.411441564128224	22	8	0.504909535602545	0.986907060003143	0.999711429236435	0.686607559496034	0.973308446103593	-0.403046629761877
AANAT	-0.0567615963287525	0.0313069083791644	-1.81306935968576	0.0823481568405693	-0.0883762282718564	-0.157563605956425	0.0490478128262076	0.109639184853583	22	8	0.00509993128906895	0.0753355316982689	0.3731947397813	0.0738217452169855	0.201866542230518	-4.20625042209464
AARD	-0.0486707511902531	0.0537339766621946	-0.905772366267024	0.37406036374632	-0.107840683662899	-0.17047527177272	0.118513553924403	0.152755709947054	22	8	0.594374150703148	0.969224333589669	0.999711429236435	0.218945403639757	0.951749883341111	-1.56838588498683
AARS2	0.00880180181389464	0.0746257996945905	0.117945829055319	0.907092159408038	-0.518236261944808	-0.480051459231001	0.20751782793159	0.150365735582241	22	8	0.151037360086514	0.790367543279412	0.999711429236435	0.505646290247317	0.787400839944004	-0.920935719004687
AARSD1	0.0584792573259977	0.0450022497625076	1.29947408484271	0.206125744356964	-0.187718519246369	-0.16599119079627	0.0944800620112695	0.150606797326506	22	8	0.068444152486292	0.385454153546916	0.796291592315293	0.839757349510033	0.483994400373308	-0.900324240315628
AASDH	-0.0230991457916228	0.0425812238846555	-0.542472566175975	0.592495170571609	-0.0500488457291349	-0.0717688409948177	0.0890564596788987	0.0989949911786732	22	8	0.0659853982010515	0.559386699339116	0.914549136210332	0.30601959869342	0.611572561829211	-1.67582779993121
AASDHPPT	0.0295359636047231	0.0786238977669993	0.375661401222469	0.710468580546658	-0.37241876228927	-0.290149361307246	0.183562103150626	0.16492604132612	22	8	0.396867254844462	0.948915204239367	0.999711429236435	0.59113392440504	0.928511432571162	-0.59988526612741
AATF	0.0114086402303312	0.0867526979496344	0.13150761301919	0.896469991457153	-0.871687090147885	-0.880283623186207	0.207421664305581	0.146579274272747	22	8	0.0186794119023433	0.283119568710257	0.70773909895215	0.511339244050397	0.399813345776948	-1.5874795027093
AATK	-0.034932894657682	0.0547037338401142	-0.638583369094739	0.529141393473423	-0.128303331058913	-0.146122390047063	0.110146611579522	0.155736588501849	22	8	0.0516754014055803	0.296561943135119	0.722142483437843	0.28054129724685	0.410639290713952	-2.16107442559608
ABAT	0.00457405855282306	0.0416217282371796	0.109895930480301	0.913405684547007	-0.0221700627151597	-0.0383389352675874	0.082398720592938	0.127689536401603	22	8	0.287190623444811	0.917869387957981	0.999711429236435	0.503593093793747	0.896686887540831	-0.795035234727889
ABCA12	0.0332690327575293	0.0311975381100458	1.06639929856569	0.296853846518841	-0.0378262776977161	-0.0173260261621968	0.0713207357037867	0.0575421544572983	22	8	0.167198630740084	0.717118071895099	0.984987973654188	0.790760615958936	0.727951469902007	-0.552280886939208
ABCA13	0.0263011622784265	0.0276843640580757	0.95003671470482	0.351563300170793	-0.0445688779245036	-0.0101503133296634	0.0625659881979014	0.0671017950218359	22	8	0.0260055373737293	0.270458883714252	0.692793975861535	0.76313579094727	0.390200653289781	-1.21141347029681
ABCA2	-0.00716574282970536	0.0442518306414037	-0.161930991912475	0.872715765318236	-0.0537083840804508	-0.0432641282109312	0.0871129100759226	0.137284919055591	22	8	0.139724990750575	0.67280443362271	0.965607723593347	0.415212319178721	0.696500233317779	-1.24065242787793
ABCA4	-0.0100156443057879	0.0486085147351573	-0.206047116649376	0.838491996759115	-0.222836977540984	-0.243772219421212	0.105996281976752	0.110794881017826	22	8	0.0299853064599328	0.291051051715918	0.716454421032513	0.400746616892207	0.406066262249183	-1.81566485465595
ABCA5	-0.0189964176097619	0.0445814095413126	-0.426106258308372	0.67382776572683	-0.0288061295875629	-0.0591835130800236	0.0964971021621009	0.0981236386531239	22	8	0.0117174730529197	0.0678688546746752	0.350406896346026	0.339804013065796	0.193653756416239	-2.72106973497512
ABCA6	0.0861669478977057	0.0424777930798596	2.02851752998818	0.0537435578967536	-0.0275888123787574	0.0588088316171798	0.100643128274948	0.113676200428241	22	8	0.00838883075339604	0.0595306916087365	0.326778360956768	0.944843677088194	0.182174521698553	-1.7595259271773
ABCA8	-0.0144211482169055	0.0348583947898517	-0.41370660651029	0.682762618650608	-0.0519390309433012	-0.0835449803950946	0.0675381276921089	0.100696338947397	22	8	0.293379220350672	0.716826772141966	0.984970359515409	0.343163789080728	0.727764815678955	-1.38732476497154
ABCB1	-0.0450668458397963	0.0432981419569105	-1.0408494176181	0.308317904324319	-0.095965512019562	-0.154080205805426	0.0927315857897418	0.114845898878547	22	8	0.00505732710055772	0.0893961721174533	0.409875902541084	0.189734017732151	0.218105459636024	-3.18490866764815
ABCB10	-0.0313502447081741	0.0569436850567068	-0.550548224565275	0.587031896059223	-0.190221931788359	-0.266406230808522	0.129534093797258	0.146037870182506	22	8	0.177690903787798	0.743152484799366	0.992011819437549	0.303966402239851	0.749136724218385	-1.47967187240754
ABCB11	0.0052047050637475	0.0341567517986039	0.152377049622155	0.880163339806099	-0.043337138894761	-0.0245672880226287	0.07444998075321	0.0766688385919181	22	8	0.178946899927602	0.795649191748689	0.999711429236435	0.517778814745684	0.79225384974335	-0.891080547642665
ABCB4	-0.0257062531550088	0.0391888734275046	-0.655957952008055	0.518090942938467	-0.0366554210247951	-0.0810324977778013	0.0859419843200921	0.113881730134718	22	8	0.173584135912761	0.768413423301198	0.999635284281759	0.276994867008866	0.768642090527298	-1.5468861433804
ABCB5	0.058680406500514	0.0310214320519837	1.89160856282138	0.0706710806371107	-0.000145476681624661	0.0447637315693785	0.0685315245333149	0.0722041628149053	22	8	0.033192211748207	0.238596495506216	0.653543302168164	0.93037797480168	0.364815678954736	-1.0805273929997
ABCB6	0.0253375774053361	0.0259574434616197	0.9761199111461	0.338742047002553	-0.0106441527242202	0.00828451640490571	0.0600761806482699	0.0480124642714266	22	8	0.40674398390563	0.963895628600329	0.999711429236435	0.769948670088661	0.946803546430238	-0.316095084226713
ABCB7	0.133158579707881	0.170850959904274	0.779384439996644	0.443371357869027	-1.093001699418	-0.882854083913524	0.401666273145432	0.317649112088182	22	8	0.00389113354932362	0.0648512821199815	0.342267248821857	0.719552029864676	0.189360709286048	-1.99322800943216
ABCB9	-0.0140592504164113	0.0411107364964242	-0.341984883137139	0.73533886567271	-0.0460950308211608	-0.0284969131174975	0.0930117528025898	0.121048829312574	22	8	0.148947767224408	0.626473510710498	0.948049952685868	0.364069062062529	0.660569295380308	-1.42506494540329
ABCC1	0.00929673665747208	0.0280067603701045	0.331946163519711	0.742811456741994	-0.0355932299268304	-0.0227915050967144	0.0668886084881391	0.0307364645525352	22	8	0.00760350858766178	0.105397851443073	0.448953837832613	0.575921605226318	0.234624358376108	-2.0015532483441
ABCC10	0.0328295022747082	0.0400336444995649	0.820047804417732	0.420259041534359	-0.144212807492926	-0.0857664326288031	0.0989070389490282	0.0750033865571209	22	8	0.229813717005649	0.728480421866645	0.989477279531786	0.730657956136258	0.73607092860476	-0.62023863550945
ABCC3	-0.0816957584322841	0.0296467390570049	-2.7556406212231	0.011003592943252	-0.0329207201535957	-0.0898062861059396	0.0603329523020101	0.0933399368566027	22	8	0.474465154912032	0.972214981298681	0.999711429236435	0.0187587494167056	0.954643023798413	-4.02251280529927
ABCC6	-0.0371007659977665	0.0377642614261231	-0.982430599638374	0.335688537050275	-0.170787093093499	-0.188110852736014	0.0920354337978622	0.0820367111820161	22	8	0.146733739731996	0.637676736988966	0.953824390015409	0.20158656089594	0.668502099860009	-2.00425214852269
