gene	Estimate	Std..Error	t.value	Pr...t..	ctrl_mean	case_mean	ctrl_sd	case_sd	ctrl_n	case_n	rra_score	rra_p	rra_fdr	u_gene	u_neig	NICE_score
DNASE2	0.0616444481877677	0.0556711802010646	1.10729551565334	0.279141103799176	-0.168587012041067	-0.0949120361530393	0.122514967133309	0.1072842528462	22	8	0.00309470688718319	0.0337476547688985	0.236958608602768	0.798133457769482	0.142323845076995	-2.17512967406896
DND1	-0.0575986228201641	0.0631135115952116	-0.912619522576749	0.37051962072711	-0.204101475511225	-0.236445877067929	0.120672713609472	0.18457579091439	22	8	0.370746472299113	0.910618083095716	0.999711429236435	0.217825478301447	0.889594027064862	-1.64105116475022
DNLZ	0.051529258512239	0.0618114473383886	0.833652352939425	0.412697380755534	-0.34505002161608	-0.248809545251072	0.188713649271075	0.169037002551208	22	8	0.0618442643571693	0.410244341386937	0.815995566727498	0.734764349043397	0.502753149790014	-0.995861429950354
DNM1	0.0114269397278126	0.0383812938076601	0.297721587632671	0.768477660127413	-0.200236249839422	-0.221803760603017	0.0869107281943645	0.105095907623639	22	8	0.186173076608653	0.89263070454866	0.999711429236435	0.563229118058796	0.873168455436304	-0.709695554579653
DNM1L	0.00048652661599489	0.171799149497597	0.00283195008483843	0.997763842152624	-0.673154435723551	-0.693163886359268	0.361447264725134	0.419827221274276	22	8	0.128252021155327	0.774622532120783	0.999711429236435	0.46803546430238	0.773495100326645	-1.01604715092005
DNM2	-0.121860169278653	0.181629226627395	-0.670928195541153	0.508672374589329	-1.27768114634232	-1.24108353591835	0.39251761620779	0.571381764102385	22	8	0.0174161197996383	0.270089390558565	0.692719410198932	0.272235184321045	0.389640690620625	-2.24361920866268
DNM3	-0.0275711018749588	0.0338536031858974	-0.814421487826864	0.423411401603069	-0.153553765071021	-0.162651645850401	0.0869203996509557	0.0449618830508112	22	8	0.322531089878059	0.957114308407579	0.999711429236435	0.239757349510033	0.939524031731218	-1.49050979197605
DNMT1	0.0535666536004552	0.088861046324394	0.602813671638594	0.552286851635068	-0.620175414447832	-0.543280748991632	0.232450540029291	0.143742563857274	22	8	0.00200728115229378	0.0562421555427658	0.316511115090283	0.665702286514232	0.177601493233784	-2.13512576624117
DNPEP	0.0551019247842364	0.0323620285810117	1.70267215005697	0.101548301182809	-0.00881230283080974	0.0445085152254717	0.0758621645260914	0.0672520345620436	22	8	0.00932538701367914	0.0908494968946761	0.412870627375924	0.909752683154456	0.219972001866542	-1.60883749813413
DNPH1	0.00471439135734601	0.0430475284625981	0.109515958888142	0.913703842864286	-0.104447614899438	-0.0759400484854838	0.0975710153659839	0.0967158889400589	22	8	0.333574252381066	0.741270718860977	0.991798147961022	0.503499766682221	0.747363509099393	-0.977375617128063
DNTTIP1	0.0387226047265632	0.0470182445858109	0.823565513082742	0.418295578550199	-0.0658476065043834	-0.0288296963784502	0.0854644135331056	0.143280953342108	22	8	0.037524326780232	0.344904998389018	0.763985569981949	0.731404573028465	0.451143257116192	-1.10875886749906
DNTTIP2	-0.0111794481409391	0.0560741309892921	-0.199369084169561	0.843653529147112	-0.594572451129918	-0.606971945054895	0.133489085530677	0.134747222667343	22	8	0.804819254021083	0.999017825708586	0.999711429236435	0.402706486234251	0.997760149323378	-0.911789667284327
DOC2A	-0.0245767177610557	0.0433770146741581	-0.566583891161539	0.576257717343428	-0.00808138135702479	-0.017681705589793	0.0820339590512177	0.127683849966432	22	8	0.29267724829655	0.888280988393301	0.999711429236435	0.299486700886608	0.868875408306113	-1.34624080443439
DOCK3	0.0157076707215383	0.0224193069704461	0.700631413015786	0.490270426173549	-0.000857401324377693	0.0227681472317974	0.0643572428165648	0.0448368772727737	22	8	0.115360204214479	0.637369721539271	0.953695931614759	0.696126924871675	0.668315445636958	-0.765218264853252
DOCK4	-0.0278934131159057	0.0340187831495417	-0.819941530338996	0.420318449515475	-0.00332745419753817	-0.01929485371053	0.0812718547590033	0.0641063333675344	22	8	0.09617898925523	0.744430643882581	0.99310623980439	0.238357442837144	0.749510032664489	-1.72231944703441
DOCK5	0.128140885371482	0.0559314104531415	2.29103618759689	0.0310416678263879	-0.0537922213580014	0.066161812304728	0.121338325947351	0.111981287892598	22	8	0.040250631313856	0.330239309921202	0.752690904238936	0.962855809612693	0.438404106392907	-0.862465785427359
DOCK6	-0.0342251552942103	0.0495697191771029	-0.690444809096669	0.496538111027188	-0.214184199674385	-0.227004339858886	0.093111034849152	0.146172618418095	22	8	0.0193619628483383	0.170199873476409	0.560963286465617	0.267755482967802	0.303406439570695	-2.51036307953008
DOCK7	0.0818821198544451	0.0538407382230189	1.520820898021	0.141371513312576	-0.177483825839081	-0.133043023791205	0.137085466456117	0.113389761866409	22	8	0.000131179450074048	0.00263356792953468	0.0430162810441526	0.881847876808213	0.0612225851609893	-2.91897483208864
DOHH	0.0874906886844155	0.0968812443728648	0.9030714794258	0.375463126416841	-0.509088633188307	-0.390063419478042	0.260790737169857	0.278486853650688	22	8	0.115456295733651	0.746203252344074	0.993438051440157	0.752029864675688	0.751096593560429	-0.571200257724542
DOK1	-0.0305229098540825	0.0351453949061917	-0.868475370259822	0.393736104649768	-0.169762419139642	-0.19458976418441	0.0830334004344062	0.079926671547934	22	8	0.0491701712571799	0.399005543669923	0.806060407319613	0.226971535230985	0.494960335977602	-2.18620831378377
DOK3	0.0361054904430168	0.0471278348888308	0.766118166221417	0.451075905703868	-0.035764282191353	0.0319676479863087	0.0956118579438872	0.162293477374089	22	8	0.028530022029959	0.228355843123945	0.640506719581788	0.715445636957536	0.356369575361643	-1.36663661554642
DOK4	-0.0100124519928321	0.0268058415976537	-0.37351753931533	0.712042445819513	-0.043412693779508	-0.0327288645041773	0.0676916934234997	0.0659553666979558	22	8	0.714146535393887	0.989467563153899	0.999711429236435	0.355389640690621	0.977228184787681	-1.05757560961664
DOLK	0.124706074656186	0.0709747796286086	1.75704771904525	0.0916618893821002	-0.302934062403993	-0.138396333526972	0.171821244886395	0.201157248492687	22	8	0.241257455524973	0.875950897142822	0.999711429236435	0.915912272515166	0.857862809146057	-0.241145779636914
DOLPP1	0.0808162769284419	0.0573563468028753	1.40902064781418	0.171654539579178	-0.108957848447988	-0.0388775201224106	0.137292268695106	0.0978088167997589	22	8	0.0456123460349957	0.372730033768775	0.784636996430732	0.859916005599627	0.474941670555296	-0.89548384373066
DONSON	-0.0549699115943816	0.0693784895512991	-0.792319232515669	0.435936833079925	-2.30327857612756	-2.33160334611556	0.15143845195931	0.155078496127142	22	8	0.0169062709955533	0.212453772600549	0.621371955170938	0.246103593093794	0.341857209519365	-2.47536486668325
DOT1L	-0.0278721044944875	0.0711286363676333	-0.391854897237571	0.698623338076787	-0.115572705110367	-0.136258380887272	0.211754493420318	0.15094035027604	22	8	0.000106806411666278	0.00403609380390839	0.0586794370541091	0.349696686887541	0.068782081194587	-3.72750112483233
DPAGT1	0.485718136077456	0.205978352019928	2.3581028361197	0.026855390094104	-1.23148902958242	-0.813111726195987	0.447536403243841	0.538769407876152	22	8	0.446612360310714	0.978721669831429	0.999711429236435	0.967708819412039	0.962202519832011	-0.0713543742460709
DPCD	-0.000601663180982055	0.0314493702704704	-0.0191311678360374	0.984894630487901	-0.19984095934375	-0.206346307550836	0.0570919139860453	0.10339141319751	22	8	0.0428693027133504	0.318343081710421	0.742407132981893	0.458889407372842	0.428744750349977	-1.62583956515437
DPEP1	0.0546098907911037	0.0360252263871867	1.51587918432977	0.142611387105832	-0.045539370025898	0.0103918585746825	0.0828136024370742	0.0670892949294131	22	8	0.441776583954241	0.937577814477802	0.999711429236435	0.880634624358376	0.914792347176855	-0.216170649818296
DPEP2	0.0768081664695719	0.0394383064765365	1.9475523502833	0.0632592204266086	-0.0986729539243098	-0.0395157379601685	0.0847012607792222	0.101538344727667	22	8	0.238440227196627	0.746841082664591	0.993801952639794	0.936724218385441	0.751469902006533	-0.351090485241872
DPEP3	-0.037319061578991	0.0299786210457121	-1.24485584317191	0.225203709657191	-0.00325871405077719	-0.0212600351145519	0.0725946669234211	0.0666242633233408	22	8	0.101744277762675	0.39746699433952	0.805661115506218	0.149976668222119	0.493327111525898	-2.60385835491361
DPF2	-0.0840107917870397	0.121258856806212	-0.692821901836832	0.495071463255367	-0.450716678945307	-0.580525880726527	0.288237771617785	0.225300394757212	22	8	0.0277995206143765	0.24290167921917	0.658242663842541	0.267382174521699	0.369015398973402	-2.31599318293595
DPH1	0.0957419121497012	0.0799376128054583	1.1977079223357	0.242726155999667	-0.303394153261178	-0.164549628964473	0.185941973704388	0.215115513596895	22	8	0.213562327363632	0.842878994631381	0.999711429236435	0.816052263182455	0.829304713019132	-0.390444502463127
DPH2	0.0668613613463032	0.0587413466523509	1.13823337660284	0.266258357570773	-0.143401168062547	-0.0395559464383177	0.174202512544498	0.118043655751825	22	8	0.548747203490439	0.984787906119366	0.999711429236435	0.804946336910873	0.969015398973402	-0.24845444161234
DPH3	-0.0645133893735319	0.11143778173226	-0.578918463475264	0.568038312028436	-1.01559724218276	-0.999649449080611	0.299227514940296	0.269525186794965	22	8	0.0526053235090285	0.374154667945909	0.786039567425721	0.296966868875408	0.475968268782081	-1.95653878820521
DPH5	0.126225309550915	0.0745655513990367	1.69280997971063	0.10343498143757	-0.166174469457541	-0.0139589201530241	0.180955241588195	0.210950523430923	22	8	0.404897977641055	0.971994695958011	0.999711429236435	0.908352776481568	0.954456369575362	-0.142735802582848
DPH6	0.0360293463456111	0.0587467904748765	0.613298974367278	0.545447684248713	-0.224045208137384	-0.170835129058698	0.143242334185525	0.0955973390376603	22	8	0.330522546132155	0.892488090150192	0.999711429236435	0.668782081194587	0.873075128324778	-0.538030679242266
DPH7	0.00522981140486999	0.0463742514366535	0.112774033927293	0.91114770168812	-0.0752232294524761	-0.0511264087493932	0.0969808056809041	0.158798389392072	22	8	0.510821006077727	0.965399944568087	0.999711429236435	0.504619692020532	0.948110125991601	-0.737234835341805
DPM1	0.10789458183033	0.0635291237994061	1.69834833817335	0.102371851375179	-0.251375127633896	-0.163014611245491	0.156760112440863	0.0896308549968154	22	8	0.170271499901406	0.832083300245961	0.999711429236435	0.909099393373775	0.822025198320112	-0.291285076641883
DPM2	0.100220098224408	0.0888405847185581	1.12808913338312	0.270433721816038	-0.301447663281057	-0.214403791980825	0.21879047816641	0.0799909334995985	22	8	0.0974754046619773	0.614940292255684	0.941738475318441	0.802519832011199	0.652869808679421	-0.646376255231118
DPM3	0.0808317641986317	0.0652683093101892	1.23845347080276	0.227525246305796	-0.396371609965931	-0.345442938661108	0.144138196296759	0.139846091959355	22	8	0.0837148203632435	0.551486076888937	0.90924347035928	0.824731684554363	0.606532897806813	-0.692693486403002
DPP10	0.0662524218560289	0.0279230454358305	2.37267894034992	0.02601695413609	-0.0210368372986467	0.0477680506913583	0.0658451914587884	0.035099771573058	22	8	0.000708814973238573	0.0107892704463204	0.11677478063871	0.968455436304246	0.0923938404106393	-2.41374777508144
DPP3	0.00352481357968373	0.0366911317356819	0.0960671806221739	0.924264901597564	-0.10452175890445	-0.0878092926630343	0.0998211411166227	0.0809141190837651	22	8	0.276787755258396	0.896849417940682	0.999711429236435	0.499860009332711	0.87736817545497	-0.824255763425741
DPP7	0.0485374726764749	0.0462317519215853	1.04987309931063	0.304233937156974	-0.0973834260326629	-0.0545789669954992	0.104186840180318	0.126877010994779	22	8	0.36800529112538	0.956652848261703	0.999711429236435	0.786840877274848	0.939057396173588	-0.302607916841415
DPP8	0.0246032938271933	0.0366638674945503	0.671050151238145	0.508596039537641	-0.057512880539778	-0.042976428497459	0.0790977892690928	0.0795577823840276	22	8	0.0851798006048938	0.430089799124653	0.834554907211274	0.687167522165189	0.51535230984601	-1.03808168595654
DPP9	0.0119670461354356	0.0367631729373674	0.3255172276839	0.747610637222034	-0.0264738594480541	-0.0290550193015565	0.0884951960918361	0.0634075283530855	22	8	0.0509402707967192	0.299075303156203	0.724580579531609	0.573868408772749	0.412692487167522	-1.44040770844449
DPPA2	-0.0529350763565479	0.0625524471876388	-0.846251085872922	0.405771748217183	-0.263526264685935	-0.333189647128409	0.150396272657511	0.0747152989497638	22	8	0.235191571683651	0.773531903833582	0.999711429236435	0.232197853476435	0.772375174988334	-1.71845032309085
DPPA3	0.123501454374521	0.0875758322800441	1.41022301654635	0.171303273011893	-0.501115195062505	-0.399571100288091	0.211423042998999	0.1725064787582	22	8	0.257789228551594	0.856376032772576	0.999711429236435	0.860569295380308	0.839290713952403	-0.325359269361698
DPPA5	0.0146147508276525	0.0510796710759675	0.28611677639656	0.777243868308732	-0.204883942827189	-0.225528526901636	0.105115567361538	0.167516317799661	22	8	0.531582671496112	0.956490105519217	0.999711429236435	0.559776014932338	0.938870741950537	-0.64329601285267
DPRX	4.18381750994721e-05	0.0327709307576212	0.0012766855909255	0.998991905371075	-0.00841799814757209	-0.00484355815960688	0.0732167838698649	0.0621994713750137	22	8	0.351728488660084	0.86346912666337	0.999711429236435	0.46756882874475	0.845543630424638	-0.927984222699419
DPY19L1	0.124505820781026	0.0394736327421262	3.15415157237741	0.00429060412351812	-0.0723263027812948	0.0227963803222476	0.093828117639576	0.132135413800979	22	8	0.205763603282901	0.581907242906977	0.925633741390027	0.991693887074195	0.628558096126925	-0.472667619960002
DPY19L2	-0.150017052183073	0.0700411829431138	-2.14184064116842	0.0425621940237606	-0.557184903803073	-0.721501609558346	0.152939578455239	0.169506059694714	22	8	0.129693239572271	0.528884356946974	0.896716553398313	0.0451703219785348	0.589640690620625	-3.62555692773669
DPY19L4	-0.0332928182652404	0.0484539018368758	-0.687102937082828	0.498604180573819	-0.161782387639692	-0.222583482810406	0.111087419891065	0.129234675718246	22	8	0.0149063105784433	0.0927357051397408	0.417335009209813	0.268968735417639	0.222118525431638	-2.81770427259037
DPY30	0.0551757162682403	0.077776902997798	0.709410045162154	0.484905535193211	-0.364418060951134	-0.273813564749726	0.196229652830783	0.157879359123302	22	8	0.02151904819992	0.264163027001464	0.687084340755335	0.700046663555763	0.384414372375175	-1.31264249740964
DPYD	0.0385943341993171	0.0342972410118944	1.12528976269352	0.271594303116713	-0.0920924317170322	-0.0550747175331739	0.0794125654545058	0.0538694225249716	22	8	0.622141333338298	0.993546464404223	0.999711429236435	0.801679888007466	0.98338777414839	-0.237797649237526
DPYSL5	0.0207181089895599	0.0251639720217281	0.823324273754185	0.418430046280141	-0.0345863155237569	-0.00620884940712779	0.0593391161629969	0.0484550290597088	22	8	0.394885297102387	0.93854478258163	0.999711429236435	0.731311245916939	0.916378908072795	-0.400241473581633
DQX1	0.0503231844364568	0.0311143603910104	1.61736200918326	0.118869680920499	-0.128717978178955	-0.0721384800456375	0.0707935091620465	0.0758083224154447	22	8	0.232759929132375	0.923870516756343	0.999711429236435	0.896406906206253	0.900606626224919	-0.214047546279666
DR1	0.157031871050931	0.099558365735967	1.57728453947693	0.127821279172992	-0.802838905146725	-0.642738254855782	0.218074141496675	0.245070099928609	22	8	0.00849127835004914	0.115247576621363	0.468449784712201	0.890153989734018	0.245916938870742	-1.51912225598172
DRAM1	-0.0195395232350369	0.0383360798430229	-0.509690174766084	0.614923676113237	-0.043815864103336	-0.0610428250386336	0.0879438160814886	0.0646133446052012	22	8	0.220692199626859	0.787341329045319	0.999711429236435	0.316565562295847	0.784321045263649	-1.39316175693867
DRAM2	0.100386636883236	0.0398869758306606	2.5167773387841	0.0189327377648966	-0.0696543940008887	0.00364488468288049	0.104007450350599	0.0835017503525199	22	8	0.168289324195494	0.607120084726987	0.937430794212661	0.974241717218852	0.647503499766682	-0.460726916877361
DRAP1	0.170729583788424	0.101224591426829	1.68664137223845	0.104630061279242	-0.503699407747551	-0.284075515307433	0.222753291910256	0.30183491765448	22	8	0.0373821698637623	0.287564527801179	0.712178060548111	0.907232851143257	0.403733084461036	-1.00435743648128
DRC1	-0.0344768997129857	0.0326596222647845	-1.0556429414115	0.301642708205277	-0.0475235373158866	-0.0674214550132551	0.0572089574725218	0.113404721677041	22	8	0.159373367903618	0.697869368862443	0.977268600707949	0.186560895940271	0.713859076061596	-2.01606728199309
DRD3	0.0256469212374088	0.0353902566495252	0.7246887608472	0.47564938700186	-0.0276010208873079	0.00284393855996439	0.0840845455881355	0.046131731540302	22	8	0.00765007555041288	0.137868899095035	0.508875388840268	0.704153056462903	0.270928604759683	-1.65665948058878
DRG1	-0.0449793835475648	0.0842098407890694	-0.534134527818787	0.598161845628985	-0.336777376329236	-0.394493695133342	0.188025718493103	0.160105387986582	22	8	0.355306324331888	0.964210464912621	0.999711429236435	0.308446103593094	0.947270181987868	-1.23037907905963
DRG2	0.0247905447787358	0.0424556748424972	0.58391592809923	0.564725200226264	-0.0892345357745334	-0.00993792174441593	0.106064180252043	0.169114183931795	22	8	0.0829527286552335	0.624165080911549	0.94732351207352	0.659262715818945	0.65870275314979	-0.834116069296344
DRICH1	0.0235757015279057	0.0476887670076348	0.494365927391902	0.625542643737399	-0.128429114586942	-0.111123370506698	0.107157274876168	0.0821677596763051	22	8	0.136458351025803	0.566416417063892	0.918038407024596	0.63117125524965	0.616985534297714	-0.943087750906837
DROSHA	-0.026989908490503	0.0540275182348345	-0.499558546687068	0.621934985912611	-0.348354063788539	-0.372509730595863	0.15157576443161	0.0890571265613955	22	8	0.0510071325933731	0.5433574124764	0.904610732548885	0.319178721418572	0.600653289780681	-1.65174147764643
DSC3	-0.0428672546200368	0.0376516811517715	-1.13852166247881	0.266140392364096	-0.0117480613627506	-0.023826782993973	0.0732926813429893	0.13644062079924	22	8	0.0883936961008926	0.557114800732604	0.912625759035292	0.169668688754083	0.610452636490901	-2.26746220311672
DSCC1	0.165063082175646	0.0912526237327484	1.80885847906211	0.0830187490911674	-0.315130251426252	-0.192178495322211	0.213334882962171	0.172028596169085	22	8	0.0126235678294769	0.20605468026769	0.612448238299113	0.923005132991134	0.336444237050863	-1.16944334147955
DSG2	-0.0461958360679239	0.0367129149755404	-1.25829932324092	0.220387646391833	-0.0987569588864666	-0.121862564611138	0.0922825322238944	0.05593904492902	22	8	0.0746193478100565	0.550779125961417	0.908629177344984	0.147456836210919	0.605972935137658	-2.41513973728586
DSG3	-0.0236350018240305	0.0328384021169723	-0.719736658922721	0.478638134809779	-0.0146632343922696	-0.0386602492035824	0.0771124003382619	0.052504717988573	22	8	0.0107906231284766	0.118868972656176	0.47649870632657	0.261875874941671	0.249463369108726	-2.72832783901403
DSG4	0.00438138067538183	0.0350026892849291	0.125172687153164	0.901429445125067	-0.0255211207519935	-0.0280939044873504	0.0893441402557519	0.0483244210036463	22	8	0.0132908283617911	0.144026979537091	0.518913613227952	0.50807279514699	0.277554829678022	-1.9588673250239
DSN1	0.0282027498385901	0.0808658418867774	0.348759738111397	0.730310781412007	-0.812478398877181	-0.722021581853997	0.164035787006596	0.24936133916662	22	8	0.0885021550230098	0.679709868934192	0.969011607986943	0.58180121325245	0.701446570228652	-0.896236994954716
DSP	-0.0422083070717623	0.030612430615233	-1.37879633284523	0.180674036014877	-0.0166786595892854	-0.0505485654192245	0.0713978948830678	0.0853524410634005	22	8	0.0706594730037546	0.541604780225174	0.903096050437713	0.129351376574895	0.599720018665422	-2.5565150963897
DSPP	-0.0787710310520434	0.0350457292655942	-2.24766420053858	0.0340574823294543	-0.0460035413673561	-0.0986752908980025	0.0780990331292126	0.100894851532426	22	8	0.0501632226154048	0.39650854888936	0.805326818056317	0.0400373308446104	0.492207186187588	-3.92679852997411
DST	-0.0549199734721837	0.0323825428233944	-1.6959747037687	0.102826351540991	-0.000944233887621262	-0.0391586698191164	0.078648674187311	0.079486911042769	22	8	0.00120937618724454	0.0184419130128301	0.165180726602497	0.0866075594960336	0.111619225384974	-4.63903014851858
DSTN	-0.028968726307261	0.0560735314469745	-0.516620329765658	0.610149256138789	-0.368896314165473	-0.396106143346216	0.116292727605027	0.178136707160633	22	8	0.0490819152256416	0.46712382095431	0.855887780698603	0.314139057396174	0.545776948203453	-1.76346443963499
DSTYK	0.0203464252004494	0.0293656735148608	0.692864244715956	0.495045360358118	-0.0759437129984224	-0.114931273548926	0.0684316019030831	0.166918254431005	22	8	0.0450960478969402	0.304860312052828	0.73074128763305	0.69351376574895	0.416892207186188	-1.24091177630577
DTD1	-0.0533367449505439	0.0395011922755897	-1.35025658411592	0.189530480745574	-0.0889846289937657	-0.165753141287861	0.0817722744693942	0.135739968935451	22	8	0.00222743772352701	0.0265259886553572	0.207904658515965	0.133084461035931	0.127578161455903	-4.07579737811716
DTD2	-0.0900756519083072	0.0568780363770163	-1.58366317907391	0.126360298724514	-0.173433342198776	-0.248116696559613	0.136718174267665	0.0922137602090346	22	8	0.0685458041128315	0.353735884898859	0.770131289409782	0.100233317778815	0.459262715818945	-3.07838749988057
DTL	0.043974201034159	0.104675408869646	0.420100590091037	0.678149279359311	-2.03040332031452	-2.01954427692563	0.202133213972379	0.351639032408472	22	8	0.0839333726026495	0.696390194480603	0.976820795390879	0.606159589360709	0.712832477834811	-0.839120818925194
DTNB	-0.00474418689006464	0.0253680559823184	-0.187014207685893	0.853221446160258	-0.0388582738247274	-0.0575064492532034	0.0626839481917399	0.0534102912640093	22	8	0.105706533100881	0.546079234572137	0.905730168424549	0.407186187587494	0.602893140457303	-1.4045000459151
DTNBP1	-0.0656096189527753	0.0327800931784347	-2.00150800657084	0.0567667084636879	-0.0647788702743304	-0.12790013880298	0.0799626002437819	0.0484820786330765	22	8	0.00844355892985485	0.131319383431001	0.499085416352202	0.0564629024731685	0.262995800279981	-4.20978866532589
DTX2	0.0271217059941285	0.0410446813587454	0.660784907965905	0.515043605647479	-0.128705898214153	-0.121004705064551	0.0967153465571884	0.0770491763573518	22	8	0.0574169453893288	0.400236621602206	0.80702585631683	0.683434437704153	0.495940270648624	-1.08192433043453
DTX3	0.0408907016226932	0.0509974448948262	0.801818634384988	0.430525847298234	-0.127115216447147	-0.0797720508043893	0.124139081596082	0.0620714109715068	22	8	0.119753672636636	0.528989725518797	0.896716553398313	0.725711619225385	0.589827344843677	-0.848527982534177
DTX3L	0.0436861156398265	0.0364362154272351	1.19897511658613	0.242242221913448	-0.0215071648127369	0.00453561506182542	0.0871440613321094	0.0746687351331222	22	8	0.00510957033565558	0.10748854835184	0.453619454742012	0.816238917405506	0.236957536164256	-1.64292250213781
DTX4	-0.0480984784345566	0.0350876875914711	-1.37080787410591	0.183119461814826	-0.00338969374039654	-0.0439878477458323	0.0782037620450742	0.0728961703853787	22	8	0.14213400727055	0.626872040576703	0.948049952685868	0.13037797480168	0.661222585160989	-2.45098230443361
DTYMK	-0.0567315865659118	0.157975836253249	-0.35911559584952	0.722648825782222	-1.54513506488658	-1.59627800072476	0.350589423479828	0.315646942119517	22	8	0.227191635784467	0.903416630504255	0.999711429236435	0.359216052263182	0.883994400373308	-1.14713580540782
DUOX1	0.0297030004828799	0.0486769712428538	0.61020642255429	0.547460184886461	-0.0171211842789905	-0.0324470542166587	0.124093589068967	0.143832776877637	22	8	0.0303424656240517	0.243471400589716	0.659006464842651	0.667755482967802	0.369342043863742	-1.39986533206964
DUOX2	-0.0127051502231216	0.0380692875100649	-0.33373753632144	0.741476084559218	-0.0603293877191118	-0.0739118332706138	0.0933880328395925	0.0643509597324851	22	8	0.0197305438054567	0.177932515266872	0.573742672610451	0.365748950069995	0.310079328044797	-2.17673522702832
DUOXA1	0.0337012116336423	0.0402352484665492	0.837604163465297	0.410517055169094	-0.0772910849783316	-0.0508777902953155	0.101545572453479	0.0436641996360272	22	8	0.121742464510128	0.605347958247944	0.93583947087386	0.735790947270182	0.646850209986001	-0.742449765624759
DUOXA2	-0.0286676236545296	0.0341184175737703	-0.840238958695692	0.409067415293044	-0.0770659636884215	-0.137025509385453	0.0799730828838911	0.0880418665865626	22	8	0.0838443814025023	0.497383987111802	0.874687251256024	0.233504433037797	0.568642090527298	-2.01905827454
DUS1L	-0.0592444514937173	0.0420233940368849	-1.40979692029913	0.1714276895788	-0.0526102207546222	-0.11817416980976	0.0912913014407612	0.0835440123494263	22	8	0.432952337323276	0.97725484029651	0.999711429236435	0.124591693887074	0.960522631824545	-2.12299107157937
DUS2	-0.0884265763891452	0.0256219679904685	-3.45120157913086	0.00207835898812749	-0.046412979048664	-0.112992864393915	0.0466169252632455	0.0982898537901738	22	8	0.210877679341189	0.838367095722353	0.999711429236435	0.00625291647223518	0.826504899673355	-5.26525672203592
DUS4L	-0.00871139419388924	0.0374442520441581	-0.232649705049946	0.81800602468692	-0.0438807632804004	-0.0679592861501331	0.0817993659735892	0.0843620721535397	22	8	0.738753593630347	0.992426754639378	0.999711429236435	0.393653756416239	0.981427904806346	-0.951030268926863
DUSP10	-0.0586117416452467	0.0542822941186622	-1.07975800575267	0.290981995649711	-0.0600541612639862	-0.171830349657189	0.117579143558232	0.183724225147494	22	8	0.302219585741513	0.878662088256914	0.999711429236435	0.181614559029398	0.86075594960336	-1.85581290983369
DUSP11	0.0494335988075296	0.0296586519637805	1.66675137049042	0.108563111207033	-0.1080565777758	-0.0936575739453492	0.0653594138768911	0.125688592106006	22	8	0.445976149643831	0.954051155688821	0.999711429236435	0.903686420905273	0.935417638824078	-0.168035035178958
DUSP12	0.0869640695071277	0.0343100850293484	2.53465036395975	0.0181913103125704	-0.126853834347736	-0.0656145161856435	0.0604741616009244	0.129379500794561	22	8	0.128313526033823	0.716037831661217	0.98464391250641	0.975081661222585	0.727204853009799	-0.343781118976771
DUSP13	0.00595239886228149	0.0346332458343297	0.171869506275998	0.864981127733234	-0.0844907822837211	-0.0592376250611084	0.0682874788532956	0.104936665440319	22	8	0.088510628062764	0.432284169484872	0.8365405230324	0.52309846010266	0.516752216518899	-1.30817736348613
DUSP14	-0.0597012562598727	0.0338034562840548	-1.76612875790556	0.0900935478057681	-0.0957228967216251	-0.121413667402382	0.0677870161956124	0.139535804671794	22	8	0.0312294082985028	0.231458221692632	0.645411708041123	0.0792347176854876	0.358562762482501	-3.56099228617551
DUSP16	-0.0854402938784415	0.0377112774017737	-2.26564305865765	0.0327763957801047	-0.0298988895893537	-0.0921332955695819	0.0834889067837867	0.132805318653293	22	8	0.00130574906662157	0.0128953327480338	0.131719247278534	0.0386374241717219	0.0979001399906673	-5.57734123359374
DUSP19	0.0361394835387678	0.0278806959138152	1.29621884799727	0.207226704918737	-0.101095274427479	-0.081001979324565	0.0671422610891976	0.0670539864479084	22	8	0.335154486337757	0.869107084742227	0.999711429236435	0.838637424171722	0.850489967335511	-0.337919481689123
DUSP22	0.0249239882124827	0.0428409913441986	0.581778979207907	0.566140698422782	-0.137978532220552	-0.155035593376729	0.117829033340199	0.125959506562692	22	8	0.0590032228933762	0.391579437204389	0.801484941670492	0.658609426038264	0.488567428838078	-1.13390238150989
DUSP26	0.0118609631367671	0.0403275389602531	0.294115719495237	0.771198203924477	-0.0121176393342124	-0.00703766836922347	0.0998004860935201	0.0466175705367747	22	8	0.036375363022492	0.279805031049703	0.703286630940082	0.562482501166589	0.397853476434904	-1.4970667455671
DUSP28	0.0575346985954207	0.0414341212491642	1.388582570617	0.177713503901223	-0.0569641272992438	0.000507209768035634	0.0871771583566334	0.114855584942012	22	8	0.0219842369417623	0.127942183285036	0.492395915596199	0.854969668688754	0.259822678488101	-1.50444517234584
DUPD1	-0.0247063739272008	0.0360475353098185	-0.685383167388739	0.499669297839309	-0.103092480431407	-0.116717773496346	0.0830026988515302	0.0720083837921202	22	8	0.0584131335982411	0.381080638437623	0.792408119708739	0.269342043863742	0.480914605692954	-2.04383872815331
DUSP3	-0.00320870003862677	0.049627501198955	-0.0646556840684603	0.948983684029807	-0.0789565606842805	-0.0577182323648749	0.0853414194046762	0.167032747159037	22	8	0.178468561429442	0.77663155960772	0.999711429236435	0.445356976201587	0.775081661222585	-1.06366601055015
