GeneA	GeneB	label	diff_Gene_Effect	PRODE_NICE	MUFFINN_sum	MUFFINN_max	RWR	NetSig	source
CDK4	HDAC1	SL	-0.395263177660193	-4.20298927613577	0.271139552711396	0.464253574642536	0.306930693069307	0.584082667	Double KO Screens
CDK4	TOP1	SL	0.914384779253699	-1.97641662927021	0.778755457787555	0.703962937039629	0.726072607260726	0.451215333333333	Double KO Screens
CDK4	VHL	SL	0.210439526444	-1.28449968049578	0.581341865813419	0.532646735326467	0.564356435643564	0.634698666666667	Double KO Screens
CDK5	IGF1R	SL	0.904695247719913	-0.880573327298288	0.711678832116789	0.695880411958805	0.752475247524752	0.46653355	Double KO Screens
CDK5	PIK3CA	SL	-0.205376843256469	-1.5566154424987	0.447155284471553	0.257824217578242	0.391089108910891	0.71029	Double KO Screens
CDK5	PPP1CC	SL	-0.659952690383595	-1.762665830299	0.256624337566243	0.151134886511349	0.207920792079208	0.6513485	Double KO Screens
CDK8	NDUFA4	SL	0.117613019792407	-1.37359515275458	0.625637436256374	0.47025297470253	0.51980198019802	0.9345655	Double KO Screens
CDK8	TK1	SL	0.22666554589279	-2.73473280342222	0.522497750224978	0.458904109589041	0.52970297029703	0.31019005	Double KO Screens
CDK9	CHEK1	SL	-0.495242279678558	-1.32565468394132	0.352431423524314	0.535229810352298	0.336633663366336	0.803197	Double KO Screens
CDK9	PDGFRA	SL	-0.930972686540449	-2.20561892254904	0.300903243009033	0.206612672066127	0.257425742574258	0.822178	Double KO Screens
CDK9	PIK3CA	SL	0.0605125823146813	-1.98170926080641	0.473119354731194	0.523547645235476	0.495049504950495	0.4375627	Double KO Screens
CDK9	RRM2	SL	0.0415591629049526	-1.64803610385506	0.497483584974836	0.534446555344466	0.468646864686469	0.612054333333333	Double KO Screens
CDK9	RUNX1	SL	1.20100945061264	-1.08855169360469	0.685631436856314	0.68973102689731	0.702970297029703	0.622378	Double KO Screens
CDK9	SMAD4	SL	-1.5687484037856	-3.33689304471204	0.153051361530514	0.287704562877046	0.141914191419142	0.728605	Double KO Screens
CDK9	SMARCB1	SL	-0.402079291457886	-3.20685570271542	0.405159484051595	0.310768923107689	0.372937293729373	0.5554447	Double KO Screens
CDKN1A	EHMT2	SL	-0.219824991640818	-1.55379237660776	0.455354464553545	0.325117488251175	0.44059405940594	0.53996	Double KO Screens
CDKN1A	RPS6KA2	SL	-0.271924420597057	-1.54422669656083	0.393810618938106	0.468903109689031	0.425742574257425	0.7437565	Double KO Screens
CDKN1A	TOP1	SL	0.731567777649672	-1.57026509877259	0.658984101589841	0.741575842415759	0.628712871287129	0.4925075	Double KO Screens
CDKN2A	IGF1R	SL	-0.422504544648458	-2.57226767489358	0.298515602985156	0.309841743098417	0.294329432943294	0.646081209090909	Double KO Screens
CDKN2A	RRM2	SL	0.358002757600616	-2.90800545827549	0.50530401505304	0.499122814991228	0.546354635463546	0.378803027363636	Double KO Screens
CDS1	CDS2	SL	-4.45799084664565	-8.03050911606168	0.0165816751658168	0.00824917508249175	0.0132013201320132	0.331501833333333	Double KO Screens
CENPM	CEP63	SL	-0.268156593541872	-2.01498403174749	0.404659534046596	0.288771122887711	0.400990099009901	0.483017	Double KO Screens
CENPM	COPS5	SL	-0.608802284061575	-2.68909229400615	0.268123187681232	0.455754424557544	0.252475247524752	0.4865135	Double KO Screens
CENPM	LEO1	SL	0.486667521562391	-1.84324002715532	0.678432156784322	0.458504149585042	0.688118811881188	0.27822155	Double KO Screens
CENPM	MRPL19	SL	0.738087948220815	-0.653191719099299	0.804019598040196	0.5993900609939	0.742574257425743	0.9975025	Double KO Screens
CENPM	PMF1	SL	-0.358171947648584	-1.9500175410701	0.362213778622138	0.338766123387661	0.316831683168317	0.602897	Double KO Screens
CENPM	PPP2R1A	SL	-0.714564898359083	-4.3493382095608	0.378612138786122	0.255774422557744	0.262376237623762	0.09940055	Double KO Screens
CENPM	SKA3	SL	-0.642976246236484	-4.33195723094089	0.216178382161784	0.177582241775823	0.287128712871287	0.2467530005	Double KO Screens
CENPM	WDR61	SL	-0.306739453074758	-4.11019663087003	0.361463853614639	0.374062593740626	0.391089108910891	0.4815185	Double KO Screens
CENPM	ZWINT	SL	-0.503987689895036	-4.9501394678094	0.292170782921708	0.23022697730227	0.272277227722772	0.4530470005	Double KO Screens
CEP152	PAFAH1B1	SL	-0.367580792583817	-2.42802216083177	0.411525514115255	0.396993633969936	0.389438943894389	0.365967366666667	Double KO Screens
CEP63	PPP2R1A	SL	1.59928516534586	-0.607342261358109	0.805486118054861	0.83668299836683	0.732673267326733	0.858475	Double KO Screens
CHD1	CKM	SL	1.77838967934451	-0.429620734672527	0.9001099890011	0.981001899810019	0.940594059405941	0.645355	Double KO Screens
CHD1	PIK3CG	SL	-2.09611402827326	-4.45523877164426	0.0216978302169783	0.0444955504449555	0.0198019801980198	0.56993	Double KO Screens
CHD1	TK1	SL	-1.16664752679569	-4.30627215005755	0.295870412958704	0.273922607739226	0.297029702970297	0.175324505	Double KO Screens
CHEK1	HSP90AA1	SL	0.438354419990285	-2.43379273717017	0.468719794687198	0.592907375929074	0.458745874587459	0.318348333333333	Double KO Screens
CHEK1	IGF1R	SL	-0.394640932155063	-2.52301993223668	0.405659434056594	0.489551044895511	0.35973597359736	0.550782666666667	Double KO Screens
CHEK1	MAP2K1	SL	0.971543494790067	-2.22334172156096	0.801453188014532	0.76365696763657	0.792079207920792	0.237096	Double KO Screens
CHEK1	MET	SL	0.486719473571689	-2.21403340686697	0.604539546045396	0.61630503616305	0.587458745874587	0.252747	Double KO Screens
CHEK1	MTOR	SL	0.443234349798887	-1.50888607994496	0.588307835883078	0.571209545712095	0.600660066006601	0.442224333333333	Double KO Screens
CHEK1	PARP1	SL	-1.01185562232219	-4.03021287968238	0.24360897243609	0.233376662333767	0.221122112211221	0.608724666666667	Double KO Screens
CHEK1	PIK3CA	SL	0.0358330394037927	-2.21075247958875	0.506549345065494	0.482451754824518	0.448844884488449	0.397935333333333	Double KO Screens
CHEK1	SMARCA4	SL	-0.310774067483274	-4.32969369522681	0.30946905309469	0.322401093224011	0.333333333333333	0.227772000333333	Double KO Screens
CHEK1	SMO	SL	-0.062234114771525	-1.8095939246532	0.49338399493384	0.358730793587308	0.495049504950495	0.4791877	Double KO Screens
CHEK1	SRC	SL	-1.86417158163306	-5.22048946098085	0.0902909709029098	0.0435289804352898	0.089108910891089	0.342324	Double KO Screens
CHEK1	TYMS	SL	-0.77678770203883	-3.39394474939686	0.184948171849482	0.195513781955138	0.224422442244224	0.510489666666667	Double KO Screens
CHEK1	VHL	SL	0.475753981933999	-1.23507370178855	0.57660900576609	0.612105456121055	0.617161716171617	0.771228666666667	Double KO Screens
CHEK1	WEE1	SL	-0.236464367655689	-2.77378392592181	0.395427123954271	0.462653734626537	0.425742574257426	0.323676333333333	Double KO Screens
CIT	CYP4F12	SL	0.186622646822236	-1.99317143850874	0.460853914608539	0.309602373096024	0.465346534653465	0.3220114	Double KO Screens
CIT	GPI	SL	-0.134437286229413	-1.6573792677912	0.378295503782955	0.294303902943039	0.415841584158416	0.457209333333333	Double KO Screens
CIT	GRB2	SL	0.361928676463431	-1.34661533524808	0.668866446688664	0.359330733593307	0.597359735973597	0.728937666666667	Double KO Screens
CIT	PIK3CG	SL	0.374292182982109	-1.14337619910589	0.601639836016398	0.637469586374696	0.554455445544554	0.704629	Double KO Screens
CIT	STMN1	SL	-0.485709753196805	-2.4049747943733	0.455821084558211	0.449521714495217	0.435643564356436	0.683316666666667	Double KO Screens
CKAP5	MFAP1	SL	1.15512080102951	-2.35803513137167	0.7665900076659	0.693030696930307	0.752475247524753	0.339660366666667	Double KO Screens
CKAP5	UBA2	SL	-0.0415664761717933	-2.86573059522138	0.4336899643369	0.36309702363097	0.458745874587459	0.406593333333333	Double KO Screens
COG3	LEO1	SL	-0.253548354354434	-1.70178386246645	0.343765623437656	0.531246875312469	0.336633663366337	0.30969	Double KO Screens
COG3	NUDC	SL	1.25332112564258	-5.53793374925643	0.832316768323168	0.989201079892011	0.881188118811881	0.020979	Double KO Screens
COPS2	SKA3	SL	-0.758476236554351	-3.41395036425877	0.396010398960104	0.425157484251575	0.415841584158416	0.60989	Double KO Screens
COPS5	SKA3	SL	0.404662332072674	-3.30134227264674	0.508949105089491	0.366863313668633	0.594059405940594	0.000999001	Double KO Screens
CSK	TK1	SL	0.539189937399967	-1.43887544063912	0.718761457187615	0.580608605806086	0.630363036303631	0.506826333333333	Double KO Screens
CSNK1G2	MAP3K10	SL	0.378473563200533	-1.6579955540854	0.594590540945906	0.548295170482952	0.648514851485149	0.274725505	Double KO Screens
CSNK1G2	PIK3CD	SL	0.299501950588064	-1.37117639859976	0.59317401593174	0.600473286004733	0.570957095709571	0.438561333333333	Double KO Screens
CSNK1G2	TK1	SL	0.916275680686207	-0.863527699175504	0.781188547811886	0.781521847815219	0.815181518151815	0.570762333333333	Double KO Screens
CTNNBL1	PPP2R1A	SL	0.428884843458461	-1.04438905282476	0.551044895510449	0.543945605439456	0.633663366336634	0.345654	Double KO Screens
DAGLA	DAGLB	SL	-0.714260546067688	-2.106355202162	0.158284171582842	0.413658634136586	0.148514851485149	0.739261	Double KO Screens
DCTN2	GFI1B	SL	0.0925117191872621	-1.48921431072045	0.479252074792521	0.566793320667933	0.49009900990099	0.2472525	Double KO Screens
DCXR	TK1	SL	0.739129360981196	-1.08404817415718	0.66011398860114	0.638536146385362	0.645544554455446	0.864136	Double KO Screens
DDR1	TK1	SL	-0.771523476897892	-3.53442271735514	0.240509282405093	0.241809152418091	0.264026402640264	0.190809003333333	Double KO Screens
DDR2	TK1	SL	-1.67668217259535	-5.07470204724715	0.0486951304869513	0.0675932406759324	0.0495049504950496	0.187812	Double KO Screens
DHODH	HUS1	SL	0.202829098187309	-1.38859959375829	0.568893110688931	0.412558744125588	0.524752475247525	0.2462535	Double KO Screens
DHX37	XRN2	SL	0.223686660471602	-3.77177235723823	0.454554544545545	0.382911708829117	0.544554455445545	0.1353645	Double KO Screens
DMPK	GRB2	SL	0.500997201276216	-2.40195377064931	0.61033896610339	0.465153484651535	0.633663366336634	0.394605	Double KO Screens
DMPK	MAP2K7	SL	0.58956945556273	-1.61118170557038	0.702629737026297	0.402259774022598	0.752475247524752	0.547453	Double KO Screens
DMPK	PIK3CD	SL	-1.0509160137806	-1.76939505528442	0.281871812818718	0.164683531646835	0.227722772277228	0.961039	Double KO Screens
DNAJC6	GAK	SL	-0.189776839896302	-3.35427681159941	0.449255074492551	0.358897443588974	0.392739273927393	0.339327667	Double KO Screens
DNMT1	MAPK3	SL	0.043314434770575	-4.19754840097863	0.439456054394561	0.544795520447955	0.51980198019802	0.0914085	Double KO Screens
DNMT1	NDUFA4L2	SL	-0.829051574200697	-2.95934831084441	0.371562843715628	0.285738092857381	0.353135313531353	0.716616666666667	Double KO Screens
DNMT1	PLA2G2E	SL	-0.142766236317503	-2.14083431109894	0.468886444688864	0.498183514981835	0.471947194719472	0.637695666666667	Double KO Screens
DNMT1	PRKCZ	SL	0.618125533452261	-1.73808299626098	0.582241775822418	0.831216878312169	0.587458745874587	0.222111	Double KO Screens
DOT1L	GRB2	SL	0.19664893451391	-1.77791811441069	0.525897410258974	0.510798920107989	0.502475247524752	0.53771225025	Double KO Screens
DOT1L	MCL1	SL	-0.245254178653968	-3.04477950203977	0.464478552144786	0.484026597340266	0.45049504950495	0.66033975	Double KO Screens
DOT1L	MST1R	SL	-0.362074378378935	-2.51767673798567	0.352114788521148	0.324392560743926	0.319306930693069	0.63136875	Double KO Screens
DOT1L	NR5A1	SL	-0.496342774224685	-2.31920019112556	0.285021497850215	0.241775822417758	0.282178217821782	0.632118	Double KO Screens
DSN1	HTT	SL	1.02754251084868	-1.11239058505998	0.775322467753225	0.92000799920008	0.702970297029703	0.773227	Double KO Screens
DSN1	SRRM2	SL	0.760648181713985	-0.846397593917382	0.681181881811819	0.621937806219378	0.589108910891089	0.939061	Double KO Screens
DYNC1LI1	DYNC1LI2	SL	-0.61709727171552	-3.18388494353609	0.203279672032797	0.221077892210779	0.267326732673267	0.035964	Double KO Screens
DYNLT1	DYNLT3	SL	-0.114651021221397	-1.72198875722849	0.519148085191481	0.570676265706763	0.491749174917492	0.594738666666667	Double KO Screens
EGFR	PRKCE	SL	0.518270967479219	-0.894773354771642	0.607889211078892	0.659684031596841	0.663366336633663	0.663836	Double KO Screens
EHMT2	GPX1	SL	0.390812299833552	-1.3614644596881	0.564443555644436	0.721752824717528	0.584158415841585	0.53446575	Double KO Screens
EHMT2	NOS2	SL	0.0161221771359955	-1.91450424150369	0.457694230576942	0.395200479952005	0.493069306930693	0.43816182	Double KO Screens
EIF3H	EIF4G2	SL	-0.490598126217748	-1.59862400097044	0.324167583241676	0.427757224277572	0.316831683168317	0.964036	Double KO Screens
ELP4	FAM98B	SL	0.817601120934996	-0.336223662152779	0.842315768423158	0.965603439656034	0.772277227722772	0.878122	Double KO Screens
EMC2	FDPS	SL	0.242644684173305	-2.9267657090047	0.493300669933007	0.50969903009699	0.594059405940594	0.44006	Double KO Screens
EMC4	FDPS	SL	0.428449474306346	-2.21063613775974	0.621937806219378	0.683931606839316	0.547854785478548	0.559773666666667	Double KO Screens
ENO3	GAPDH	SL	1.78955826055036	-0.0228092625214903	0.987801219878012	0.995500449955004	0.97029702970297	1	Double KO Screens
ENO3	RPE	SL	1.07399631819213	-0.13230067560659	0.902909709029097	0.874812518748125	0.940594059405941	0.981019	Double KO Screens
EPHA2	PKLR	SL	0.0884741277252251	-2.52345344519416	0.436556344365564	0.554754524547545	0.427722772277228	0.43976022	Double KO Screens
EPHB2	GRB2	SL	0.874410913683221	-1.64458879803119	0.688831116888311	0.603779622037796	0.724752475247525	0.4475524	Double KO Screens
EPHB2	PLA2G2E	SL	0.00225353467795793	-1.67175756091966	0.469519714695197	0.450488284504883	0.504950495049505	0.539127666666667	Double KO Screens
EPHB4	PTPRJ	SL	3.0152664702995	-1.00944582638039	0.991500849915009	0.99040095990401	0.96039603960396	0.223776	Double KO Screens
ERBB2	RRM2	SL	-1.47994710347236	-3.60659221742198	0.0825917408259174	0.158584141585841	0.0891089108910891	0.505495	Double KO Screens
ERBB2	SRC	SL	0.24614830626731	-1.22338955606763	0.369163083691631	0.59034096590341	0.574257425742574	0.325674	Double KO Screens
ERBB2	TOP1	SL	-0.75893796909113	-2.87784984866067	0.168983101689831	0.26977302269773	0.118811881188119	0.761239	Double KO Screens
ERBB3	NDUFA4L2	SL	-0.11415793376223	-2.70225713469487	0.406709329067094	0.411308869113089	0.386138613861387	0.5004995005	Double KO Screens
EXOSC2	SNAPC1	SL	0.077175258403211	-2.54516809998095	0.469113088691131	0.517448255174482	0.437623762376238	0.45634382	Double KO Screens
FBXW7	FEN1	SL	-0.558830751007151	-4.28355925169176	0.264173582641736	0.314168583141686	0.232673267326733	0.404595505	Double KO Screens
FDPS	HUS1	SL	-0.820319516381461	-3.56249512786046	0.266223377662234	0.196330366963304	0.262376237623762	0.50599405	Double KO Screens
FDPS	UBA2	SL	-0.790192408793465	-4.16087783275587	0.325567443255674	0.333466653334667	0.396039603960396	0.23276705	Double KO Screens
FGFR2	GRB2	SL	1.87209570940499	-0.32188739170975	0.948005199480052	0.997800219978002	0.98019801980198	0.943057	Double KO Screens
FGFR3	FNTA	SL	0.0489555691616607	-0.919288905060459	0.516748325167483	0.547245275472453	0.524752475247525	0.81019	Double KO Screens
FGFR3	MAP3K4	SL	0.227419849946868	-1.40626154074247	0.547045295470453	0.319068093190681	0.485148514851485	0.205794	Double KO Screens
FGFR3	POMC	SL	1.1956459885036	-0.542596326100069	0.8999100089991	0.935106489351065	0.821782178217822	0.941059	Double KO Screens
FGFR3	VHL	SL	-0.501573187441118	-1.74362413040155	0.222577742225777	0.348065193480652	0.227722772277228	0.922078	Double KO Screens
FH	HUS1	SL	0.318114500688813	-1.96355928267398	0.507082625070827	0.673199346731994	0.501650165016502	0.731934666666667	Double KO Screens
FIP1L1	TIPIN	SL	-0.04048493105898	-3.16577221935291	0.453204679532047	0.42025797420258	0.47029702970297	0.38661355	Double KO Screens
FNTA	TOP1	SL	0.273566372526242	-1.54539699216868	0.683431656834317	0.55984401559844	0.603960396039604	0.9435565	Double KO Screens
GALK1	ILK	SL	-0.937669766133569	-3.451591484791	0.217828217178282	0.278672132786721	0.247524752475247	0.408841275	Double KO Screens
GALK1	LTC4S	SL	0.215026764982845	-1.0642357489937	0.565243475652435	0.54019598040196	0.623762376237624	0.5419585	Double KO Screens
GAPDH	MDH2	SL	-0.65087898533165	-5.48117504958024	0.45995400459954	0.332316768323168	0.47029702970297	0.0474525505	Double KO Screens
GAPDH	PDHX	SL	1.09881986838793	-0.760618782514837	0.917108289171083	0.815818418158184	0.871287128712871	0.402597	Double KO Screens
GATA3	WEE1	SL	-0.120977836381175	-1.95626795672398	0.438045084380451	0.448999544489996	0.421342134213421	0.743145888888889	Double KO Screens
GCFC2	PAXBP1	SL	-0.802975464581961	-2.70473783366472	0.207229277072293	0.111438856114389	0.148514851485149	0.5344655	Double KO Screens
GEMIN2	GEMIN4	SL	-1.40807597518653	-4.35200120794295	0.113038696130387	0.085241475852415	0.0693069306930695	0.594406	Double KO Screens
GEMIN4	GTF2H4	SL	0.0184343542178358	-2.32073629013323	0.515428457154285	0.448475152484751	0.530693069306931	0.5418582	Double KO Screens
GOLT1B	LEO1	SL	0.630040587777485	-0.809420335786367	0.586691330866914	0.566943305669433	0.707920792079208	0.6593405	Double KO Screens
GOT1	RPE	SL	0.351400104537635	-2.01418617992802	0.5000499950005	0.337666233376662	0.524752475247525	0.191808	Double KO Screens
GPI	INPP1	SL	2.23513003340079	-0.617610740763969	0.95975402459754	0.87031296870313	0.945544554455445	0.4175825	Double KO Screens
GPI	MAP2K2	SL	-1.74978758788224	-4.93990987927633	0.159017431590174	0.190814251908143	0.178217821782178	0.306693	Double KO Screens
GPI	NDUFA4	SL	-0.576198986589573	-4.28822362964395	0.461087224610872	0.452221444522215	0.405940594059406	0.520479666666667	Double KO Screens
GPI	NDUFB1	SL	1.23024114528067	-3.49050482536003	0.64670199646702	0.532013465320135	0.666666666666667	0.488178333666667	Double KO Screens
GPI	PIK3CG	SL	0.0330979405824197	-2.49558369689745	0.465786754657868	0.524780855247809	0.455445544554456	0.128871033333333	Double KO Screens
GPI	PRKCZ	SL	-1.44905970690767	-4.98515704658082	0.0968569809685697	0.213478652134787	0.0660066006600661	0.318015333333333	Double KO Screens
GPI	STMN1	SL	-0.173305342818514	-1.56608941395641	0.427857214278572	0.704129587041296	0.415841584158416	0.493506	Double KO Screens
GRB2	HCK	SL	-0.258734250492201	-1.59216105432001	0.412358764123588	0.426907309269073	0.351485148514851	0.6673325	Double KO Screens
GRB2	IGF1R	SL	0.015772711610345	-1.40152349360488	0.517698230176983	0.579592040795921	0.465346534653466	0.823177	Double KO Screens
GRB2	LARS2	SL	0.221295325326535	-2.16800802027546	0.52034796520348	0.371612838716128	0.564356435643565	0.507992	Double KO Screens
GRB2	NPR2	SL	-0.000695147977648469	-1.69903669861751	0.404609539046096	0.354164583541646	0.44059405940594	0.5559445	Double KO Screens
GRB2	PARP1	SL	0.59010879813601	-1.3583195749303	0.632186781321868	0.755174482551745	0.673267326732674	0.208791	Double KO Screens
GRB2	PIK3CB	SL	1.58846338431715	-0.39390066928487	0.936256374362564	0.958354164583542	0.896039603960396	0.853147	Double KO Screens
GRB2	PLA2G2E	SL	1.09267761302783	-0.590511158564149	0.882011798820118	0.744825517448255	0.861386138613861	0.848152	Double KO Screens
GRB2	SLC5A5	SL	-1.3099700664985	-3.66816620869637	0.168533146685331	0.228677132286771	0.123762376237624	0.7817185	Double KO Screens
HDAC2	MAP2K1	SL	0.850390159068646	-2.5727259507926	0.83956604339566	0.788021197880212	0.797029702970297	0.4675325	Double KO Screens
HDAC2	SMARCA4	SL	-0.54060465288839	-3.74354627554825	0.432056794320568	0.356964303569643	0.445544554455445	0.3156845	Double KO Screens
HDAC2	VHL	SL	0.51988542691309	-2.36544381578763	0.545845415458454	0.709629037096291	0.55940594059406	0.28221805	Double KO Screens
HK1	TKT	SL	0.202131525616013	-1.45467858808567	0.465853414658534	0.461553844615538	0.508250825082508	0.772561	Double KO Screens
HMGA1	TYK2	SL	-0.615257386357162	-2.01338183028942	0.335366463353665	0.297570242975702	0.198019801980198	0.951049	Double KO Screens
HMGCR	PIK3CD	SL	0.931584105747304	-1.1043608364455	0.786071392860714	0.802269773022698	0.821782178217821	0.8216785	Double KO Screens
HSP90AA1	EEF2	SL	-0.772597552250823	-4.36718163368512	0.277347265273473	0.466328367163284	0.274752475247525	0.51223775	Double KO Screens
HSP90AA1	VHL	SL	0.0377422771190754	-2.28261763929828	0.502249775022498	0.453404659534047	0.477722772277228	0.6955545	Double KO Screens
HSP90AA1	WEE1	SL	0.705190695919822	-2.10832566638061	0.567843215678432	0.59981501849815	0.547029702970297	0.280969	Double KO Screens
IDH3B	IDH3G	SL	-1.17073992494592	-2.56136881629479	0.14988501149885	0.061993800619938	0.099009900990099	0.705295	Double KO Screens
IGF1R	MTOR	SL	1.2066657925231	-1.09742961761904	0.76345698763457	0.706729327067293	0.792079207920792	0.620712666666667	Double KO Screens
IGF1R	PIK3CD	SL	-0.0841083707730963	-1.61240210158822	0.469919674699197	0.508515815085158	0.471947194719472	0.474192333333333	Double KO Screens
ILK	NPR2	SL	-0.656910194893643	-2.65085608090934	0.286971302869713	0.21987801219878	0.232673267326733	0.6698305	Double KO Screens
ILK	UCK2	SL	-0.15656752887394	-1.79383230141916	0.414858514148585	0.235176482351765	0.356435643564357	0.548951	Double KO Screens
IMPDH1	EEF2	SL	-0.775116368446217	-2.54738852065284	0.376295703762957	0.286571342865714	0.37953795379538	0.661338666666667	Double KO Screens
IMPDH1	MTOR	SL	0.758338626830535	-1.55482381615408	0.672366096723661	0.59337399593374	0.706270627062706	0.476856333333333	Double KO Screens
INPP1	NOS2	SL	0.289173494702642	-1.18276543631712	0.551694830516949	0.51057394260574	0.502475247524752	0.85339675	Double KO Screens
INPP1	PRKCA	SL	-0.0834226261089083	-1.17289781490275	0.478777122287772	0.441118388161184	0.413366336633664	0.9725275	Double KO Screens
INTS5	LEO1	SL	-0.167956939507615	-2.73594945281596	0.616313368663134	0.505124487551245	0.566831683168317	0.639860275	Double KO Screens
JAK2	PIK3R1	SL	0.173520835615421	-0.782209876355489	0.622537746225378	0.87031296870313	0.544554455445545	0.999001	Double KO Screens
KMT2A	KMT2B	SL	0.235343574416555	-2.11056428824095	0.523147685231477	0.290870912908709	0.564356435643564	0.157842	Double KO Screens
LARS2	NTRK1	SL	-0.408272253878235	-1.98509668893051	0.344065593440656	0.347065293470653	0.287128712871287	0.442058	Double KO Screens
LARS2	PFKFB1	SL	-0.824261408385251	-2.51021557388295	0.265373462653734	0.27280605272806	0.237623762376238	0.535797333333333	Double KO Screens
LARS2	PIK3CD	SL	0.43309597273381	-1.68297672970745	0.641860813918608	0.562418758124188	0.603960396039604	0.4937565	Double KO Screens
LARS2	XIAP	SL	-0.107129850397966	-1.39000807319798	0.351264873512649	0.392060793920608	0.425742574257426	0.252747	Double KO Screens
LIG1	NAMPT	SL	0.117870885644043	-1.45261929217988	0.513648635136486	0.564493550644936	0.504950495049505	0.622877	Double KO Screens
LIG1	PARP1	SL	-0.481028866094657	-3.3249516191432	0.379237076292371	0.42010798920108	0.371287128712871	0.41333675	Double KO Screens
MAP2K1	MAP2K2	SL	-0.619875398985367	-2.15281071415191	0.274672532746726	0.334966503349665	0.254125412541254	0.739593666666667	Double KO Screens
MAP2K1	VHL	SL	-0.251114535862012	-2.02525347325693	0.372196113721961	0.355531113555311	0.346534653465347	0.688977666666667	Double KO Screens
MAP2K2	EEF2	SL	-0.418330462012612	-1.85470319501434	0.501749825017498	0.712328767123288	0.465346534653465	0.862138	Double KO Screens
MAP2K2	MAPK3	SL	0.30015342916889	-0.676141136724139	0.733826617338266	0.565343465653435	0.633663366336634	0.979021	Double KO Screens
MAP2K5	PPP1CC	SL	0.718293361815357	-2.37420206399475	0.657367596573676	0.726094057260941	0.726072607260726	0.194805	Double KO Screens
MAP2K7	PIK3CD	SL	-0.510796144719553	-1.70336062724728	0.231376862313769	0.392660733926607	0.277227722772277	0.56044	Double KO Screens
MAP2K7	PRODH	SL	0.669550102934173	-0.995439948883404	0.81041895810419	0.631636836316368	0.762376237623762	0.528472	Double KO Screens
MAP2K7	PTGIR	SL	0.301168330944034	-0.975143536627793	0.577342265773423	0.541245875412459	0.663366336633663	0.497502	Double KO Screens
MAP3K10	POMC	SL	-0.715106223521903	-2.66603236418431	0.156884311568843	0.191080891910809	0.217821782178218	0.932068	Double KO Screens
MAP3K10	SLC5A5	SL	-1.70089802219209	-6.8217558853262	0.0121987801219878	0.0433956604339566	0	0.035964	Double KO Screens
MAP3K4	PIK3CB	SL	-1.1506874878993	-2.7733566885088	0.120121321201213	0.188547811885478	0.115511551155115	0.508824366666667	Double KO Screens
MAP3K8	SLC16A8	SL	0.17253577402728	-1.96317241403467	0.516998300169983	0.459604039596041	0.52970297029703	0.6328675	Double KO Screens
MAPK12	OXT	SL	-0.703699364148549	-1.8251999214412	0.186331366863314	0.311168883111689	0.247524752475248	0.5454545	Double KO Screens
MAPK12	PKLR	SL	0.415270179818026	-1.67819348907192	0.609372396093724	0.678898776788988	0.607260726072607	0.509490666666667	Double KO Screens
MAPK12	PRKAR1A	SL	0.115590490501104	-1.96232080833415	0.520481285204813	0.504982835049828	0.448844884488449	0.415584366666667	Double KO Screens
MAPK3	CHEK1	SL	-1.31368220187984	-5.47238570945013	0.0772922707729227	0.108889111088891	0.0594059405940595	0.0789211	Double KO Screens
MAPK3	EEF2	SL	1.37881279235542	-0.41199806295952	0.909409059094091	0.963103689631037	0.900990099009901	0.891109	Double KO Screens
MAPK3	HSP90AA1	SL	0.893488286968087	-4.06814020817167	0.649035096490351	0.812118788121188	0.762376237623762	0.000999001	Double KO Screens
MAPK8IP1	MASP2	SL	0.367171098387046	-0.910009475729348	0.663883611638837	0.618588141185882	0.638613861386139	0.819181	Double KO Screens
MAPKAPK2	PTP4A3	SL	0.569878932464661	-1.23937530800937	0.61993800619938	0.597990200979902	0.628712871287129	0.3651345	Double KO Screens
MAPKAPK2	SPHK2	SL	-0.639414720720775	-2.74854244327334	0.24087591240876	0.327367263273672	0.212871287128713	0.6213785	Double KO Screens
MASTL	PTTG1	SL	-0.164535742697758	-1.39903871181431	0.528147185281472	0.688531146885311	0.465346534653465	0.997003	Double KO Screens
MCL1	BRCA2	SL	-0.968056507359945	-2.44423366414254	0.317168283171683	0.432956704329567	0.158415841584158	0.971029	Double KO Screens
MCL1	HSP90AA1	SL	0.283458279594003	-0.48011060441037	0.752324767523248	0.74992500749925	0.613861386138614	0.998002	Double KO Screens
MCL1	MAP2K2	SL	0.0798302387689113	-0.997778819774825	0.605739426057394	0.361063893610639	0.554455445544555	0.874126	Double KO Screens
MCL1	MAPK1	SL	1.26522963624431	-0.230799757157883	0.945505449455055	0.91000899910009	0.97029702970297	0.702298	Double KO Screens
MCL1	MTOR	SL	-0.581777022187232	-1.33814469232052	0.549145085491451	0.503549645035497	0.277227722772277	0.984016	Double KO Screens
MCL1	PARP2	SL	0.205621185974729	-0.993907786771747	0.675332466753325	0.875512448755124	0.683168316831683	0.633367	Double KO Screens
MCL1	PIK3CG	SL	0.377530012190873	-0.593355099207777	0.742425757424258	0.65003499650035	0.643564356435644	0.934066	Double KO Screens
MCL1	PRKAR1A	SL	3.28603513972606	-0.504995921829042	0.998900109989001	0.997400259974003	0.99009900990099	0.250749	Double KO Screens
